run_id,XGBoost,RF
13,"([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(34.01828683247484))","([np.int64(8), np.int64(10), np.int64(30), np.int64(31), np.int64(41)], np.float64(32.09163448025915))"
14,"([np.int64(21), np.int64(40), np.int64(42)], np.float64(54.07200131350326))","([np.int64(16), np.int64(21), np.int64(36), np.int64(40), np.int64(42), np.int64(48)], np.float64(38.87283987001781))"
15,"([np.int64(21), np.int64(41)], np.float64(78.10326567700334))","([np.int64(5), np.int64(11), np.int64(19), np.int64(21), np.int64(23), np.int64(41)], np.float64(42.05619754157518))"
16,"([np.int64(40)], np.float64(75.34925942774306))","([np.int64(18), np.int64(19), np.int64(35), np.int64(40)], np.float64(51.74817197981197))"
17,"([np.int64(18), np.int64(26), np.int64(27)], np.float64(57.819837405080975))","([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(36.27722766089661))"
18,"([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(34.58130502125338))","([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(33.03221786203357))"
19,"([np.int64(19), np.int64(32)], np.float64(71.40661867122108))","([np.int64(0), np.int64(2), np.int64(19), np.int64(28), np.int64(32)], np.float64(35.908355638987686))"
20,"([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(35.858242791231056))","([np.int64(2), np.int64(4), np.int64(7), np.int64(15), np.int64(24), np.int64(28), np.int64(32)], np.float64(43.308014131868106))"
21,"([np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(37.52653308667707))","([np.int64(13), np.int64(15), np.int64(19), np.int64(30), np.int64(41)], np.float64(35.29280429720581))"
22,"([np.int64(4), np.int64(6), np.int64(11), np.int64(46)], np.float64(32.57647647620319))","([np.int64(4), np.int64(6), np.int64(11), np.int64(17), np.int64(25), np.int64(46)], np.float64(31.24882262872016))"
23,"([], np.float64(55.882514523350125))","([np.int64(0), np.int64(6), np.int64(25), np.int64(31), np.int64(42)], np.float64(34.37379967446583))"
24,"([np.int64(37)], np.float64(78.55556437002475))","([np.int64(1), np.int64(3), np.int64(8), np.int64(14), np.int64(19), np.int64(37)], np.float64(40.03515675182614))"
25,"([], np.float64(62.7862048603283))","([np.int64(2), np.int64(13), np.int64(20), np.int64(26), np.int64(27)], np.float64(37.282729372142626))"
26,"([np.int64(38), np.int64(47), np.int64(48)], np.float64(55.93495592220972))","([np.int64(16), np.int64(25), np.int64(38), np.int64(47), np.int64(48), np.int64(49)], np.float64(41.67347884639114))"
27,"([np.int64(6), np.int64(9), np.int64(19), np.int64(44)], np.float64(36.11335669636108))","([np.int64(6), np.int64(9), np.int64(19), np.int64(44)], np.float64(31.29001667981738))"
28,"([np.int64(19), np.int64(35), np.int64(38), np.int64(44)], np.float64(33.08640926256875))","([np.int64(19), np.int64(35), np.int64(37), np.int64(38), np.int64(44), np.int64(47)], np.float64(38.82952275686011))"
29,"([np.int64(8), np.int64(14), np.int64(38), np.int64(41)], np.float64(34.2538358224234))","([np.int64(8), np.int64(14), np.int64(38), np.int64(41)], np.float64(31.581763747146912))"
30,"([np.int64(20), np.int64(35)], np.float64(70.65463281378554))","([np.int64(20), np.int64(21), np.int64(34), np.int64(35)], np.float64(33.06190564791285))"
31,"([np.int64(13), np.int64(26), np.int64(28), np.int64(37)], np.float64(42.15941386567995))","([np.int64(11), np.int64(13), np.int64(26), np.int64(28), np.int64(37)], np.float64(40.68139364085246))"
32,"([np.int64(8), np.int64(9), np.int64(26), np.int64(37)], np.float64(34.58674248116136))","([np.int64(8), np.int64(9), np.int64(19), np.int64(26), np.int64(37)], np.float64(33.41480621802937))"
33,"([np.int64(5), np.int64(23), np.int64(44), np.int64(45)], np.float64(37.13596638057225))","([np.int64(5), np.int64(23), np.int64(44), np.int64(45), np.int64(48)], np.float64(34.523265242950835))"
34,"([np.int64(21), np.int64(24)], np.float64(63.65740970549843))","([np.int64(2), np.int64(11), np.int64(21), np.int64(24)], np.float64(30.045132360101473))"
35,"([np.int64(7), np.int64(30), np.int64(47), np.int64(49)], np.float64(42.79902275030628))","([np.int64(7), np.int64(26), np.int64(30), np.int64(34), np.int64(47), np.int64(49)], np.float64(45.139000164161686))"
36,"([np.int64(17), np.int64(35), np.int64(41)], np.float64(56.511961260514006))","([np.int64(11), np.int64(17), np.int64(35), np.int64(41), np.int64(45)], np.float64(33.40939160785313))"
37,"([np.int64(4), np.int64(15), np.int64(19), np.int64(24), np.int64(37), np.int64(44)], np.float64(35.841670785195134))","([np.int64(4), np.int64(15), np.int64(19), np.int64(24), np.int64(37), np.int64(44)], np.float64(34.33428705836545))"
38,"([np.int64(20), np.int64(25), np.int64(26), np.int64(28)], np.float64(41.01018898520689))","([np.int64(0), np.int64(17), np.int64(20), np.int64(25), np.int64(26), np.int64(27), np.int64(28)], np.float64(43.7045728101064))"
39,"([np.int64(21), np.int64(25), np.int64(43)], np.float64(51.491322594268446))","([np.int64(5), np.int64(21), np.int64(25), np.int64(43)], np.float64(30.270150083656667))"
40,"([np.int64(29), np.int64(33), np.int64(35), np.int64(44)], np.float64(37.98687688062438))","([np.int64(29), np.int64(33), np.int64(35), np.int64(44)], np.float64(31.596216354755818))"
41,"([np.int64(3), np.int64(6), np.int64(11), np.int64(14)], np.float64(34.90559726540242))","([np.int64(3), np.int64(6), np.int64(11), np.int64(14), np.int64(29)], np.float64(37.17769912304726))"
42,"([np.int64(49)], np.float64(73.10395343143463))","([np.int64(6), np.int64(15), np.int64(43), np.int64(49)], np.float64(35.54419034713274))"
43,"([np.int64(30), np.int64(35), np.int64(45)], np.float64(53.7032113458373))","([np.int64(24), np.int64(29), np.int64(30), np.int64(35), np.int64(45)], np.float64(37.45769970414992))"
44,"([np.int64(16), np.int64(22), np.int64(26), np.int64(38), np.int64(46)], np.float64(39.174929645706726))","([np.int64(16), np.int64(22), np.int64(26), np.int64(38), np.int64(46)], np.float64(34.790343158778704))"
45,"([np.int64(8), np.int64(19), np.int64(26), np.int64(45)], np.float64(36.671559107794195))","([np.int64(8), np.int64(9), np.int64(19), np.int64(26), np.int64(45)], np.float64(36.34761742507436))"
46,"([np.int64(15)], np.float64(77.29852421677602))","([np.int64(0), np.int64(8), np.int64(10), np.int64(15), np.int64(16), np.int64(49)], np.float64(38.18845879610497))"
47,"([np.int64(48)], np.float64(78.06150399817697))","([np.int64(1), np.int64(10), np.int64(13), np.int64(26), np.int64(35), np.int64(48)], np.float64(39.82985132285135))"
48,"([np.int64(42)], np.float64(82.92162674978117))","([np.int64(0), np.int64(20), np.int64(24), np.int64(41), np.int64(42)], np.float64(42.84841480974976))"
49,"([np.int64(26), np.int64(30)], np.float64(76.69733393426671))","([np.int64(0), np.int64(21), np.int64(26), np.int64(30)], np.float64(30.362337557987885))"
