run_id,LassoNet,XGBoost,RF
10,"([np.int64(0), np.int64(1), np.int64(2), np.int64(4), np.int64(5), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49)], np.float64(389.1556755378246))","([np.int64(17), np.int64(24), np.int64(37), np.int64(44)], np.float64(808.3193211864045))","([np.int64(0), np.int64(1), np.int64(5), np.int64(7), np.int64(11), np.int64(13), np.int64(14), np.int64(17), np.int64(22), np.int64(24), np.int64(28), np.int64(31), np.int64(37), np.int64(44)], np.float64(483.71497188039285))"
11,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(16), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(27), np.int64(30), np.int64(32), np.int64(33), np.int64(34), np.int64(37), np.int64(38), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49)], np.float64(646.4309873393087))","([np.int64(24), np.int64(42), np.int64(44), np.int64(45), np.int64(47), np.int64(49)], np.float64(662.1686520444385))","([np.int64(0), np.int64(2), np.int64(7), np.int64(8), np.int64(12), np.int64(18), np.int64(19), np.int64(24), np.int64(28), np.int64(31), np.int64(32), np.int64(35), np.int64(42), np.int64(44), np.int64(45), np.int64(49)], np.float64(533.7983956749953))"
12,"([np.int64(0), np.int64(4), np.int64(5), np.int64(8), np.int64(9), np.int64(11), np.int64(12), np.int64(14), np.int64(15), np.int64(18), np.int64(19), np.int64(20), np.int64(22), np.int64(24), np.int64(26), np.int64(28), np.int64(30), np.int64(32), np.int64(34), np.int64(36), np.int64(37), np.int64(38), np.int64(40), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(48), np.int64(49)], np.float64(510.02101976828817))","([np.int64(30), np.int64(38), np.int64(48)], np.float64(752.4490108314781))","([np.int64(0), np.int64(3), np.int64(11), np.int64(12), np.int64(14), np.int64(20), np.int64(24), np.int64(28), np.int64(30), np.int64(31), np.int64(38), np.int64(40), np.int64(48)], np.float64(476.42649579057144))"
13,"([np.int64(0), np.int64(2), np.int64(8), np.int64(9), np.int64(12), np.int64(13), np.int64(14), np.int64(16), np.int64(18), np.int64(20), np.int64(21), np.int64(22), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(30), np.int64(34), np.int64(35), np.int64(36), np.int64(39), np.int64(41), np.int64(43), np.int64(44), np.int64(48)], np.float64(645.4393075122532))","([np.int64(30), np.int64(34), np.int64(46)], np.float64(831.147317450492))","([np.int64(5), np.int64(7), np.int64(20), np.int64(22), np.int64(27), np.int64(30), np.int64(34), np.int64(35), np.int64(44), np.int64(46)], np.float64(509.1756489616296))"
14,"([np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(26), np.int64(27), np.int64(28), np.int64(31), np.int64(33), np.int64(34), np.int64(36), np.int64(37), np.int64(38), np.int64(40), np.int64(41), np.int64(43), np.int64(44), np.int64(46), np.int64(47), np.int64(48), np.int64(49)], np.float64(510.41573241308004))","([np.int64(41), np.int64(43), np.int64(48), np.int64(49)], np.float64(792.4502998539105))","([np.int64(3), np.int64(6), np.int64(9), np.int64(10), np.int64(13), np.int64(15), np.int64(18), np.int64(19), np.int64(21), np.int64(23), np.int64(34), np.int64(41), np.int64(43), np.int64(48), np.int64(49)], np.float64(537.4398039382279))"
15,"([np.int64(4), np.int64(5), np.int64(9), np.int64(10), np.int64(26), np.int64(28), np.int64(29), np.int64(30), np.int64(32), np.int64(33), np.int64(35), np.int64(39), np.int64(44), np.int64(45)], np.float64(651.7782079876964))","([np.int64(26), np.int64(31), np.int64(39), np.int64(42)], np.float64(723.8809030174375))","([np.int64(2), np.int64(4), np.int64(10), np.int64(18), np.int64(22), np.int64(26), np.int64(31), np.int64(32), np.int64(33), np.int64(35), np.int64(39), np.int64(42), np.int64(44), np.int64(45), np.int64(49)], np.float64(561.8827360669508))"
16,"([np.int64(1), np.int64(3), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(27), np.int64(30), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(39), np.int64(40), np.int64(42), np.int64(43), np.int64(45), np.int64(46), np.int64(47)], np.float64(453.9707245793366))","([np.int64(34), np.int64(45)], np.float64(993.7915283795983))","([np.int64(0), np.int64(6), np.int64(8), np.int64(15), np.int64(18), np.int64(21), np.int64(23), np.int64(30), np.int64(34), np.int64(39), np.int64(43), np.int64(45), np.int64(46)], np.float64(535.4633386714601))"
17,"([np.int64(0), np.int64(3), np.int64(4), np.int64(10), np.int64(12), np.int64(14), np.int64(16), np.int64(19), np.int64(20), np.int64(21), np.int64(24), np.int64(25), np.int64(27), np.int64(28), np.int64(35), np.int64(38), np.int64(42), np.int64(43), np.int64(49)], np.float64(668.744673679241))","([np.int64(16), np.int64(25), np.int64(31), np.int64(36), np.int64(38)], np.float64(755.1702832416232))","([np.int64(4), np.int64(7), np.int64(8), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(18), np.int64(24), np.int64(25), np.int64(30), np.int64(31), np.int64(32), np.int64(36), np.int64(38)], np.float64(541.4989356532567))"
18,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(45), np.int64(46), np.int64(48), np.int64(49)], np.float64(387.0376124949199))","([np.int64(41), np.int64(45), np.int64(49)], np.float64(815.6708503923221))","([np.int64(0), np.int64(9), np.int64(12), np.int64(14), np.int64(19), np.int64(25), np.int64(29), np.int64(32), np.int64(37), np.int64(38), np.int64(41), np.int64(45), np.int64(49)], np.float64(518.221523460809))"
19,"([np.int64(0), np.int64(1), np.int64(3), np.int64(4), np.int64(5), np.int64(7), np.int64(9), np.int64(11), np.int64(13), np.int64(14), np.int64(15), np.int64(17), np.int64(20), np.int64(21), np.int64(25), np.int64(26), np.int64(27), np.int64(29), np.int64(32), np.int64(33), np.int64(34), np.int64(38), np.int64(40), np.int64(42), np.int64(44), np.int64(46), np.int64(47), np.int64(48), np.int64(49)], np.float64(643.214493620575))","([], np.float64(686.861158102573))","([np.int64(1), np.int64(2), np.int64(3), np.int64(11), np.int64(13), np.int64(14), np.int64(16), np.int64(20), np.int64(25), np.int64(32), np.int64(33), np.int64(34), np.int64(39)], np.float64(521.841271795582))"
20,"([np.int64(1), np.int64(3), np.int64(7), np.int64(10), np.int64(11), np.int64(13), np.int64(14), np.int64(16), np.int64(19), np.int64(20), np.int64(21), np.int64(25), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(32), np.int64(33), np.int64(35), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(43), np.int64(45), np.int64(48), np.int64(49)], np.float64(582.9386805883288))","([], np.float64(628.8603871635362))","([np.int64(9), np.int64(12), np.int64(13), np.int64(19), np.int64(24), np.int64(26), np.int64(27), np.int64(40), np.int64(42), np.int64(44), np.int64(45), np.int64(49)], np.float64(490.44327114076543))"
21,"([np.int64(0), np.int64(2), np.int64(3), np.int64(4), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(21), np.int64(25), np.int64(27), np.int64(28), np.int64(30), np.int64(32), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(40), np.int64(42), np.int64(44), np.int64(45), np.int64(47), np.int64(48)], np.float64(618.8808649683607))","([np.int64(19), np.int64(48)], np.float64(995.17178304786))","([np.int64(0), np.int64(5), np.int64(7), np.int64(8), np.int64(9), np.int64(14), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(23), np.int64(28), np.int64(40), np.int64(44), np.int64(48)], np.float64(532.9398694864202))"
22,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(5), np.int64(6), np.int64(8), np.int64(9), np.int64(10), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(17), np.int64(18), np.int64(21), np.int64(25), np.int64(26), np.int64(27), np.int64(32), np.int64(33), np.int64(34), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(45), np.int64(46), np.int64(48), np.int64(49)], np.float64(601.5155288359408))","([np.int64(19), np.int64(26), np.int64(27), np.int64(29), np.int64(30), np.int64(41), np.int64(46)], np.float64(685.4072176634293))","([np.int64(4), np.int64(8), np.int64(15), np.int64(19), np.int64(25), np.int64(26), np.int64(27), np.int64(29), np.int64(30), np.int64(33), np.int64(36), np.int64(41), np.int64(46)], np.float64(535.0104335347789))"
23,"([np.int64(1), np.int64(3), np.int64(5), np.int64(7), np.int64(9), np.int64(11), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(26), np.int64(27), np.int64(28), np.int64(30), np.int64(32), np.int64(33), np.int64(37), np.int64(38), np.int64(42), np.int64(43), np.int64(46)], np.float64(640.891264016096))","([np.int64(34), np.int64(43), np.int64(45)], np.float64(773.593540154541))","([np.int64(8), np.int64(9), np.int64(16), np.int64(18), np.int64(26), np.int64(28), np.int64(30), np.int64(31), np.int64(34), np.int64(43), np.int64(45)], np.float64(536.5052336072703))"
24,"([np.int64(2), np.int64(3), np.int64(5), np.int64(7), np.int64(9), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(21), np.int64(30), np.int64(33), np.int64(34), np.int64(43), np.int64(46), np.int64(48), np.int64(49)], np.float64(657.9027546910693))","([], np.float64(702.1907887312104))","([np.int64(2), np.int64(3), np.int64(5), np.int64(7), np.int64(8), np.int64(12), np.int64(15), np.int64(17), np.int64(18), np.int64(22), np.int64(27), np.int64(43), np.int64(45)], np.float64(554.8233026627448))"
25,"([np.int64(0), np.int64(2), np.int64(3), np.int64(5), np.int64(8), np.int64(10), np.int64(11), np.int64(15), np.int64(17), np.int64(19), np.int64(20), np.int64(21), np.int64(23), np.int64(26), np.int64(30), np.int64(31), np.int64(32), np.int64(34), np.int64(35), np.int64(38), np.int64(42), np.int64(45), np.int64(49)], np.float64(633.2418420934353))","([np.int64(34), np.int64(49)], np.float64(974.427275866925))","([np.int64(0), np.int64(4), np.int64(7), np.int64(10), np.int64(17), np.int64(29), np.int64(31), np.int64(34), np.int64(36), np.int64(41), np.int64(49)], np.float64(530.2089741009626))"
26,"([np.int64(1), np.int64(3), np.int64(4), np.int64(5), np.int64(7), np.int64(8), np.int64(10), np.int64(15), np.int64(16), np.int64(18), np.int64(23), np.int64(24), np.int64(30), np.int64(34), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(43)], np.float64(625.533777925744))","([np.int64(23), np.int64(35), np.int64(41)], np.float64(833.745987055571))","([np.int64(3), np.int64(5), np.int64(14), np.int64(15), np.int64(23), np.int64(25), np.int64(27), np.int64(30), np.int64(35), np.int64(36), np.int64(41), np.int64(42)], np.float64(511.64074213580284))"
27,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(7), np.int64(8), np.int64(9), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(17), np.int64(18), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(29), np.int64(30), np.int64(31), np.int64(35), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48)], np.float64(633.2748744205646))","([np.int64(27), np.int64(43)], np.float64(975.5407035570107))","([np.int64(1), np.int64(2), np.int64(4), np.int64(9), np.int64(11), np.int64(16), np.int64(17), np.int64(18), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(37), np.int64(38), np.int64(40), np.int64(43)], np.float64(519.1408029322054))"
28,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(5), np.int64(7), np.int64(9), np.int64(11), np.int64(13), np.int64(14), np.int64(18), np.int64(19), np.int64(20), np.int64(22), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(31), np.int64(32), np.int64(33), np.int64(36), np.int64(38), np.int64(39), np.int64(40), np.int64(42), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(49)], np.float64(568.7498785854625))","([np.int64(28), np.int64(39), np.int64(44), np.int64(45)], np.float64(787.2533367632113))","([np.int64(1), np.int64(3), np.int64(6), np.int64(9), np.int64(13), np.int64(27), np.int64(28), np.int64(32), np.int64(39), np.int64(44), np.int64(45), np.int64(46)], np.float64(516.0531748932764))"
29,"([np.int64(0), np.int64(1), np.int64(3), np.int64(7), np.int64(10), np.int64(11), np.int64(16), np.int64(24), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(37), np.int64(38), np.int64(42), np.int64(43), np.int64(44), np.int64(47), np.int64(48)], np.float64(598.5343762844361))","([np.int64(24), np.int64(28), np.int64(30), np.int64(38)], np.float64(708.929133062131))","([np.int64(4), np.int64(6), np.int64(7), np.int64(9), np.int64(11), np.int64(23), np.int64(24), np.int64(28), np.int64(30), np.int64(38), np.int64(39), np.int64(41), np.int64(47)], np.float64(493.8531979855194))"
30,"([np.int64(3), np.int64(5), np.int64(18), np.int64(22), np.int64(33), np.int64(38), np.int64(47)], np.float64(629.9578328775409))","([np.int64(48), np.int64(49)], np.float64(866.5705692830805))","([np.int64(3), np.int64(9), np.int64(15), np.int64(21), np.int64(23), np.int64(25), np.int64(33), np.int64(34), np.int64(36), np.int64(46), np.int64(47), np.int64(48), np.int64(49)], np.float64(496.5425014209861))"
31,"([np.int64(1), np.int64(3), np.int64(9), np.int64(13), np.int64(14), np.int64(15), np.int64(18), np.int64(20), np.int64(22), np.int64(28), np.int64(30), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(41), np.int64(42), np.int64(45)], np.float64(706.5500446470896))","([np.int64(44)], np.float64(937.6626820518691))","([np.int64(3), np.int64(19), np.int64(22), np.int64(28), np.int64(29), np.int64(32), np.int64(34), np.int64(37), np.int64(39), np.int64(42), np.int64(44), np.int64(46)], np.float64(582.5615695093588))"
32,"([np.int64(0), np.int64(1), np.int64(2), np.int64(5), np.int64(7), np.int64(8), np.int64(11), np.int64(13), np.int64(14), np.int64(17), np.int64(20), np.int64(22), np.int64(24), np.int64(25), np.int64(29), np.int64(32), np.int64(34), np.int64(35), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46)], np.float64(616.8338280320381))","([np.int64(38), np.int64(41), np.int64(48)], np.float64(877.1715351416394))","([np.int64(3), np.int64(5), np.int64(7), np.int64(9), np.int64(12), np.int64(15), np.int64(23), np.int64(24), np.int64(28), np.int64(35), np.int64(36), np.int64(38), np.int64(41), np.int64(48)], np.float64(510.79304890009035))"
33,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(47), np.int64(48), np.int64(49)], np.float64(352.6506866865639))","([np.int64(44)], np.float64(879.2823165812123))","([np.int64(4), np.int64(7), np.int64(8), np.int64(13), np.int64(17), np.int64(21), np.int64(23), np.int64(28), np.int64(33), np.int64(42), np.int64(44)], np.float64(546.3934616243737))"
34,"([np.int64(0), np.int64(2), np.int64(4), np.int64(5), np.int64(7), np.int64(8), np.int64(9), np.int64(14), np.int64(17), np.int64(18), np.int64(22), np.int64(23), np.int64(24), np.int64(26), np.int64(29), np.int64(30), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(40), np.int64(42), np.int64(44), np.int64(46), np.int64(49)], np.float64(656.6247439362738))","([np.int64(24), np.int64(38), np.int64(44), np.int64(45)], np.float64(786.372453841956))","([np.int64(0), np.int64(3), np.int64(7), np.int64(18), np.int64(19), np.int64(24), np.int64(30), np.int64(33), np.int64(38), np.int64(42), np.int64(44), np.int64(45)], np.float64(556.1407852221321))"
35,"([np.int64(2), np.int64(3), np.int64(7), np.int64(12), np.int64(18), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(29), np.int64(32), np.int64(35), np.int64(37), np.int64(38), np.int64(39), np.int64(41), np.int64(46)], np.float64(579.3351285956995))","([np.int64(12), np.int64(18), np.int64(25), np.int64(29)], np.float64(796.3070587312824))","([np.int64(7), np.int64(8), np.int64(9), np.int64(12), np.int64(18), np.int64(22), np.int64(25), np.int64(28), np.int64(29), np.int64(35)], np.float64(502.09025171304904))"
36,"([np.int64(0), np.int64(6), np.int64(9), np.int64(10), np.int64(11), np.int64(13), np.int64(15), np.int64(17), np.int64(18), np.int64(21), np.int64(22), np.int64(25), np.int64(29), np.int64(34), np.int64(36), np.int64(38), np.int64(39), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49)], np.float64(692.5725478380767))","([np.int64(26), np.int64(29), np.int64(33)], np.float64(895.4504308399328))","([np.int64(0), np.int64(1), np.int64(11), np.int64(17), np.int64(19), np.int64(26), np.int64(28), np.int64(29), np.int64(31), np.int64(32), np.int64(33), np.int64(34)], np.float64(545.4810954259049))"
37,"([np.int64(2), np.int64(3), np.int64(4), np.int64(6), np.int64(8), np.int64(11), np.int64(12), np.int64(20), np.int64(23), np.int64(25), np.int64(31), np.int64(32), np.int64(34), np.int64(36), np.int64(43), np.int64(47), np.int64(49)], np.float64(537.9040560130712))","([np.int64(25), np.int64(38), np.int64(39)], np.float64(758.6981834601881))","([np.int64(1), np.int64(4), np.int64(8), np.int64(19), np.int64(23), np.int64(25), np.int64(31), np.int64(38), np.int64(39), np.int64(49)], np.float64(489.4665947997776))"
38,"([np.int64(2), np.int64(3), np.int64(7), np.int64(10), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(18), np.int64(23), np.int64(26), np.int64(27), np.int64(29), np.int64(30), np.int64(31), np.int64(34), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(41), np.int64(42), np.int64(43), np.int64(46), np.int64(48)], np.float64(557.7009013623588))","([np.int64(29), np.int64(34), np.int64(41), np.int64(43)], np.float64(687.804885174667))","([np.int64(0), np.int64(6), np.int64(7), np.int64(13), np.int64(18), np.int64(27), np.int64(29), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(41), np.int64(43)], np.float64(454.2410456905297))"
39,"([np.int64(4), np.int64(5), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(31), np.int64(33), np.int64(34), np.int64(36), np.int64(37), np.int64(39), np.int64(41), np.int64(42), np.int64(43), np.int64(47), np.int64(49)], np.float64(550.984193166115))","([np.int64(37), np.int64(42), np.int64(49)], np.float64(771.134048324832))","([np.int64(4), np.int64(6), np.int64(10), np.int64(13), np.int64(14), np.int64(18), np.int64(21), np.int64(22), np.int64(23), np.int64(28), np.int64(37), np.int64(41), np.int64(42), np.int64(49)], np.float64(489.3643509917894))"
