run_id,LassoNet,XGBoost,RF
13,"([np.int64(1), np.int64(3), np.int64(5), np.int64(6), np.int64(9), np.int64(10), np.int64(11), np.int64(17), np.int64(22), np.int64(32), np.int64(35), np.int64(37), np.int64(38), np.int64(39), np.int64(41), np.int64(42), np.int64(43), np.int64(46), np.int64(48), np.int64(49)], np.float64(100.90744101202917))","([np.int64(9), np.int64(22), np.int64(32), np.int64(35), np.int64(37), np.int64(39)], np.float64(205.67821291902834))","([np.int64(1), np.int64(6), np.int64(9), np.int64(22), np.int64(32), np.int64(35), np.int64(37), np.int64(39)], np.float64(157.4764691133681))"
14,"([np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(9), np.int64(13), np.int64(15), np.int64(21), np.int64(24), np.int64(29), np.int64(30), np.int64(32), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(46), np.int64(47), np.int64(48)], np.float64(66.5410323198058))","([np.int64(4), np.int64(6), np.int64(7), np.int64(9), np.int64(13), np.int64(32), np.int64(39), np.int64(40)], np.float64(107.84583703841922))","([np.int64(4), np.int64(6), np.int64(7), np.int64(9), np.int64(13), np.int64(18), np.int64(32), np.int64(39), np.int64(40)], np.float64(145.87115174268405))"
15,"([np.int64(2), np.int64(8), np.int64(10), np.int64(11), np.int64(18), np.int64(21), np.int64(23), np.int64(26), np.int64(28), np.int64(32), np.int64(36), np.int64(38), np.int64(43), np.int64(44), np.int64(45), np.int64(46)], np.float64(63.13140415592412))","([np.int64(10), np.int64(18), np.int64(26), np.int64(28), np.int64(32), np.int64(36), np.int64(43), np.int64(44)], np.float64(99.4596811777256))","([np.int64(10), np.int64(18), np.int64(26), np.int64(28), np.int64(32), np.int64(36), np.int64(43), np.int64(44)], np.float64(130.91556732901734))"
16,"([np.int64(0), np.int64(2), np.int64(3), np.int64(5), np.int64(8), np.int64(9), np.int64(11), np.int64(13), np.int64(14), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(22), np.int64(23), np.int64(24), np.int64(26), np.int64(27), np.int64(29), np.int64(30), np.int64(31), np.int64(33), np.int64(34), np.int64(36), np.int64(37), np.int64(38), np.int64(40), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48)], np.float64(56.68717350796349))","([np.int64(2), np.int64(5), np.int64(11), np.int64(13), np.int64(18), np.int64(22), np.int64(37)], np.float64(138.10806721938866))","([np.int64(0), np.int64(2), np.int64(5), np.int64(11), np.int64(13), np.int64(18), np.int64(22), np.int64(27), np.int64(37), np.int64(43)], np.float64(156.0047663889274))"
17,"([np.int64(0), np.int64(3), np.int64(4), np.int64(7), np.int64(9), np.int64(11), np.int64(12), np.int64(15), np.int64(18), np.int64(19), np.int64(22), np.int64(27), np.int64(30), np.int64(39), np.int64(40), np.int64(43), np.int64(44), np.int64(45), np.int64(46)], np.float64(102.90523644538618))","([np.int64(4), np.int64(11), np.int64(22), np.int64(27), np.int64(33), np.int64(40), np.int64(43), np.int64(44), np.int64(45)], np.float64(102.49682326017297))","([np.int64(4), np.int64(11), np.int64(22), np.int64(27), np.int64(39), np.int64(40), np.int64(43), np.int64(44), np.int64(45)], np.float64(143.43579869375046))"
18,"([np.int64(5), np.int64(14), np.int64(18), np.int64(24), np.int64(32), np.int64(34), np.int64(38), np.int64(40), np.int64(41), np.int64(44), np.int64(46), np.int64(48)], np.float64(68.32493365327711))","([np.int64(14), np.int64(18), np.int64(24), np.int64(38), np.int64(40), np.int64(44), np.int64(46)], np.float64(143.0481402952666))","([np.int64(5), np.int64(14), np.int64(18), np.int64(24), np.int64(38), np.int64(40), np.int64(44), np.int64(46)], np.float64(149.18085524791596))"
19,"([np.int64(1), np.int64(3), np.int64(4), np.int64(5), np.int64(8), np.int64(9), np.int64(14), np.int64(16), np.int64(17), np.int64(21), np.int64(22), np.int64(24), np.int64(27), np.int64(29), np.int64(33), np.int64(34), np.int64(35), np.int64(37), np.int64(41), np.int64(43), np.int64(44), np.int64(47), np.int64(48), np.int64(49)], np.float64(59.243448035929184))","([np.int64(5), np.int64(16), np.int64(21), np.int64(27), np.int64(37), np.int64(47)], np.float64(190.08118293100748))","([np.int64(1), np.int64(5), np.int64(14), np.int64(15), np.int64(16), np.int64(21), np.int64(24), np.int64(27), np.int64(37), np.int64(47)], np.float64(157.60977759218508))"
20,"([np.int64(0), np.int64(3), np.int64(4), np.int64(7), np.int64(15), np.int64(16), np.int64(17), np.int64(23), np.int64(31), np.int64(36), np.int64(37), np.int64(41), np.int64(46), np.int64(49)], np.float64(87.84490297006806))","([np.int64(7), np.int64(15), np.int64(16), np.int64(17), np.int64(23), np.int64(31), np.int64(46)], np.float64(145.74167266553))","([np.int64(3), np.int64(7), np.int64(15), np.int64(16), np.int64(17), np.int64(23), np.int64(31), np.int64(46)], np.float64(144.31657115479354))"
21,"([np.int64(3), np.int64(4), np.int64(6), np.int64(13), np.int64(15), np.int64(17), np.int64(28), np.int64(32), np.int64(33), np.int64(38), np.int64(41), np.int64(43), np.int64(46), np.int64(49)], np.float64(105.40143281341099))","([np.int64(3), np.int64(4), np.int64(6), np.int64(15), np.int64(32), np.int64(41), np.int64(43), np.int64(46)], np.float64(124.17225926690624))","([np.int64(3), np.int64(4), np.int64(6), np.int64(15), np.int64(32), np.int64(41), np.int64(43), np.int64(46)], np.float64(164.57046831872353))"
22,"([np.int64(1), np.int64(4), np.int64(7), np.int64(10), np.int64(11), np.int64(14), np.int64(16), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(28), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(38), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(45), np.int64(48), np.int64(49)], np.float64(64.13424032172334))","([np.int64(18), np.int64(20), np.int64(21), np.int64(30), np.int64(32), np.int64(41), np.int64(48), np.int64(49)], np.float64(145.9997737048606))","([np.int64(7), np.int64(18), np.int64(20), np.int64(21), np.int64(30), np.int64(32), np.int64(41), np.int64(49)], np.float64(129.80849188563744))"
23,"([np.int64(6), np.int64(10), np.int64(11), np.int64(14), np.int64(16), np.int64(19), np.int64(24), np.int64(25), np.int64(28), np.int64(30), np.int64(33), np.int64(36), np.int64(37), np.int64(39), np.int64(42), np.int64(44)], np.float64(80.81256284592443))","([np.int64(11), np.int64(14), np.int64(16), np.int64(19), np.int64(25), np.int64(28), np.int64(30), np.int64(36), np.int64(39)], np.float64(119.0574569777016))","([np.int64(11), np.int64(14), np.int64(16), np.int64(19), np.int64(25), np.int64(28), np.int64(30), np.int64(36), np.int64(39)], np.float64(174.35184910142146))"
24,"([np.int64(0), np.int64(2), np.int64(3), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(12), np.int64(13), np.int64(14), np.int64(17), np.int64(18), np.int64(19), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(30), np.int64(33), np.int64(34), np.int64(35), np.int64(42), np.int64(43), np.int64(48)], np.float64(68.50960691764182))","([np.int64(3), np.int64(7), np.int64(10), np.int64(17), np.int64(19), np.int64(25), np.int64(33), np.int64(43)], np.float64(95.72435285120973))","([np.int64(3), np.int64(7), np.int64(10), np.int64(17), np.int64(19), np.int64(25), np.int64(33), np.int64(43)], np.float64(134.7283961768868))"
25,"([np.int64(1), np.int64(2), np.int64(5), np.int64(16), np.int64(19), np.int64(22), np.int64(32), np.int64(35), np.int64(36), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(47), np.int64(48)], np.float64(93.28210485722288))","([np.int64(16), np.int64(32), np.int64(40), np.int64(42), np.int64(47)], np.float64(197.7597152018095))","([np.int64(1), np.int64(2), np.int64(5), np.int64(16), np.int64(26), np.int64(32), np.int64(40), np.int64(42), np.int64(47)], np.float64(156.7794541191206))"
26,"([np.int64(0), np.int64(1), np.int64(5), np.int64(7), np.int64(10), np.int64(17), np.int64(19), np.int64(21), np.int64(23), np.int64(25), np.int64(27), np.int64(28), np.int64(30), np.int64(32), np.int64(36), np.int64(38), np.int64(39), np.int64(42), np.int64(46), np.int64(48)], np.float64(74.68507396802862))","([np.int64(17), np.int64(28), np.int64(36), np.int64(38), np.int64(39), np.int64(46), np.int64(48)], np.float64(138.9975193604176))","([np.int64(1), np.int64(17), np.int64(18), np.int64(28), np.int64(36), np.int64(38), np.int64(39), np.int64(46), np.int64(48)], np.float64(162.1136716740333))"
27,"([np.int64(2), np.int64(5), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(16), np.int64(19), np.int64(24), np.int64(34), np.int64(37), np.int64(38), np.int64(39), np.int64(41), np.int64(42), np.int64(44), np.int64(48)], np.float64(75.93243410370917))","([np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(37), np.int64(41), np.int64(43)], np.float64(196.09085023750987))","([np.int64(2), np.int64(5), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(37), np.int64(41), np.int64(43)], np.float64(155.9008867228502))"
28,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(11), np.int64(12), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(23), np.int64(30), np.int64(34), np.int64(35), np.int64(37), np.int64(40), np.int64(45), np.int64(47)], np.float64(72.12918346306134))","([np.int64(1), np.int64(3), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(47)], np.float64(151.28896436204633))","([np.int64(1), np.int64(2), np.int64(3), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(47)], np.float64(145.61706829783034))"
29,"([np.int64(1), np.int64(2), np.int64(6), np.int64(13), np.int64(16), np.int64(18), np.int64(21), np.int64(24), np.int64(25), np.int64(26), np.int64(29), np.int64(32), np.int64(34), np.int64(37), np.int64(38), np.int64(40), np.int64(42), np.int64(47)], np.float64(75.13525705111168))","([np.int64(16), np.int64(21), np.int64(32), np.int64(34), np.int64(38), np.int64(42), np.int64(47)], np.float64(146.72328504581628))","([np.int64(3), np.int64(13), np.int64(16), np.int64(21), np.int64(32), np.int64(34), np.int64(38), np.int64(42), np.int64(47)], np.float64(153.3062730156184))"
30,"([np.int64(4), np.int64(6), np.int64(8), np.int64(13), np.int64(15), np.int64(22), np.int64(23), np.int64(29), np.int64(30), np.int64(32), np.int64(34), np.int64(38), np.int64(41), np.int64(44), np.int64(45), np.int64(49)], np.float64(86.97763997764051))","([np.int64(13), np.int64(23), np.int64(32), np.int64(44)], np.float64(210.61517685092284))","([np.int64(4), np.int64(6), np.int64(8), np.int64(13), np.int64(22), np.int64(23), np.int64(32), np.int64(44), np.int64(45)], np.float64(145.1522347967066))"
31,"([np.int64(10), np.int64(16), np.int64(17), np.int64(19), np.int64(20), np.int64(23), np.int64(24), np.int64(25), np.int64(28), np.int64(30), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(44), np.int64(48)], np.float64(96.76250434064904))","([np.int64(16), np.int64(20), np.int64(23), np.int64(28), np.int64(38), np.int64(40), np.int64(44)], np.float64(169.16981519508153))","([np.int64(10), np.int64(16), np.int64(20), np.int64(23), np.int64(24), np.int64(28), np.int64(38), np.int64(44)], np.float64(147.677463382611))"
32,"([np.int64(3), np.int64(6), np.int64(7), np.int64(14), np.int64(15), np.int64(16), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(27), np.int64(28), np.int64(29), np.int64(35), np.int64(36), np.int64(41), np.int64(42), np.int64(43)], np.float64(84.79774894659012))","([np.int64(3), np.int64(14), np.int64(15), np.int64(27), np.int64(28), np.int64(29), np.int64(42), np.int64(43)], np.float64(116.86592488256534))","([np.int64(3), np.int64(14), np.int64(15), np.int64(27), np.int64(28), np.int64(29), np.int64(42), np.int64(43)], np.float64(153.34867389409953))"
33,"([np.int64(1), np.int64(3), np.int64(5), np.int64(9), np.int64(13), np.int64(15), np.int64(17), np.int64(18), np.int64(20), np.int64(21), np.int64(23), np.int64(27), np.int64(28), np.int64(32), np.int64(33), np.int64(35), np.int64(38), np.int64(39), np.int64(40), np.int64(43), np.int64(44), np.int64(46), np.int64(49)], np.float64(69.6630233215691))","([np.int64(3), np.int64(15), np.int64(32), np.int64(38), np.int64(39), np.int64(40), np.int64(49)], np.float64(132.66493725769308))","([np.int64(3), np.int64(14), np.int64(15), np.int64(21), np.int64(32), np.int64(38), np.int64(39), np.int64(40), np.int64(44), np.int64(49)], np.float64(156.38825110068387))"
34,"([np.int64(0), np.int64(1), np.int64(2), np.int64(4), np.int64(8), np.int64(9), np.int64(10), np.int64(13), np.int64(14), np.int64(16), np.int64(19), np.int64(27), np.int64(29), np.int64(30), np.int64(36), np.int64(37), np.int64(41), np.int64(44), np.int64(45), np.int64(46), np.int64(48), np.int64(49)], np.float64(85.3518705762804))","([np.int64(8), np.int64(10), np.int64(19), np.int64(37), np.int64(41), np.int64(44), np.int64(46)], np.float64(148.51515212372294))","([np.int64(4), np.int64(8), np.int64(10), np.int64(19), np.int64(37), np.int64(41), np.int64(44), np.int64(46)], np.float64(141.8460438469689))"
35,"([np.int64(3), np.int64(6), np.int64(7), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(23), np.int64(25), np.int64(27), np.int64(34), np.int64(35), np.int64(38), np.int64(40), np.int64(43), np.int64(46), np.int64(49)], np.float64(100.08254945200765))","([np.int64(7), np.int64(13), np.int64(23), np.int64(25), np.int64(27), np.int64(40), np.int64(49)], np.float64(171.12711352723275))","([np.int64(3), np.int64(6), np.int64(7), np.int64(13), np.int64(15), np.int64(23), np.int64(25), np.int64(27), np.int64(49)], np.float64(144.20629036453587))"
36,"([np.int64(0), np.int64(13), np.int64(14), np.int64(18), np.int64(22), np.int64(29), np.int64(38), np.int64(41), np.int64(43), np.int64(47), np.int64(48)], np.float64(83.37789095287079))","([np.int64(13), np.int64(14), np.int64(38), np.int64(41), np.int64(43), np.int64(47), np.int64(48)], np.float64(133.58852081299835))","([np.int64(0), np.int64(13), np.int64(14), np.int64(38), np.int64(41), np.int64(43), np.int64(47), np.int64(48)], np.float64(140.95756128973235))"
37,"([np.int64(1), np.int64(3), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(16), np.int64(20), np.int64(23), np.int64(25), np.int64(26), np.int64(28), np.int64(29), np.int64(32), np.int64(36), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(49)], np.float64(69.2487905521952))","([np.int64(3), np.int64(9), np.int64(11), np.int64(12), np.int64(16), np.int64(41), np.int64(43), np.int64(49)], np.float64(102.12875651981554))","([np.int64(3), np.int64(9), np.int64(11), np.int64(12), np.int64(16), np.int64(41), np.int64(43), np.int64(49)], np.float64(147.91699209229864))"
38,"([np.int64(0), np.int64(2), np.int64(3), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(12), np.int64(14), np.int64(15), np.int64(17), np.int64(18), np.int64(21), np.int64(22), np.int64(24), np.int64(28), np.int64(29), np.int64(31), np.int64(32), np.int64(36), np.int64(38), np.int64(40), np.int64(43), np.int64(44), np.int64(46), np.int64(48), np.int64(49)], np.float64(138.12927703932448))","([np.int64(6), np.int64(17), np.int64(22), np.int64(28), np.int64(36), np.int64(43), np.int64(44), np.int64(49)], np.float64(109.2762736750755))","([np.int64(6), np.int64(8), np.int64(17), np.int64(21), np.int64(22), np.int64(28), np.int64(36), np.int64(43), np.int64(44), np.int64(49)], np.float64(161.5105568406774))"
39,"([np.int64(0), np.int64(3), np.int64(5), np.int64(7), np.int64(10), np.int64(11), np.int64(12), np.int64(14), np.int64(15), np.int64(17), np.int64(19), np.int64(20), np.int64(23), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(37), np.int64(47), np.int64(49)], np.float64(75.08325627668188))","([np.int64(7), np.int64(11), np.int64(14), np.int64(15), np.int64(20), np.int64(26), np.int64(28)], np.float64(150.19212865711285))","([np.int64(0), np.int64(7), np.int64(9), np.int64(10), np.int64(11), np.int64(14), np.int64(15), np.int64(20), np.int64(26), np.int64(28)], np.float64(165.17271332490586))"
40,"([np.int64(0), np.int64(4), np.int64(7), np.int64(8), np.int64(10), np.int64(11), np.int64(12), np.int64(15), np.int64(18), np.int64(19), np.int64(21), np.int64(22), np.int64(27), np.int64(28), np.int64(30), np.int64(33), np.int64(38), np.int64(42), np.int64(45), np.int64(48), np.int64(49)], np.float64(58.56277126013239))","([np.int64(7), np.int64(8), np.int64(18), np.int64(21), np.int64(38), np.int64(40), np.int64(42), np.int64(45), np.int64(48)], np.float64(151.7297949932567))","([np.int64(4), np.int64(7), np.int64(8), np.int64(21), np.int64(38), np.int64(42), np.int64(45), np.int64(48)], np.float64(137.26025510172667))"
41,"([np.int64(3), np.int64(10), np.int64(12), np.int64(16), np.int64(17), np.int64(18), np.int64(21), np.int64(22), np.int64(24), np.int64(25), np.int64(26), np.int64(29), np.int64(30), np.int64(33), np.int64(35), np.int64(37), np.int64(38), np.int64(41), np.int64(43), np.int64(44), np.int64(49)], np.float64(98.91738915940022))","([np.int64(3), np.int64(17), np.int64(24), np.int64(29), np.int64(33), np.int64(38), np.int64(41)], np.float64(151.19434930425453))","([np.int64(3), np.int64(16), np.int64(17), np.int64(24), np.int64(29), np.int64(33), np.int64(38), np.int64(41)], np.float64(163.64176713177548))"
42,"([np.int64(0), np.int64(1), np.int64(3), np.int64(9), np.int64(12), np.int64(20), np.int64(22), np.int64(26), np.int64(32), np.int64(38), np.int64(42), np.int64(46)], np.float64(86.04574055468032))","([np.int64(9), np.int64(12), np.int64(20), np.int64(26), np.int64(32), np.int64(46)], np.float64(195.8807144818278))","([np.int64(0), np.int64(1), np.int64(7), np.int64(9), np.int64(12), np.int64(20), np.int64(26), np.int64(32), np.int64(42), np.int64(46)], np.float64(163.26904759766228))"
43,"([np.int64(0), np.int64(1), np.int64(5), np.int64(10), np.int64(11), np.int64(17), np.int64(21), np.int64(26), np.int64(27), np.int64(31), np.int64(32), np.int64(34), np.int64(35), np.int64(36), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(47)], np.float64(72.72302603236376))","([np.int64(10), np.int64(11), np.int64(17), np.int64(31), np.int64(32), np.int64(39), np.int64(41)], np.float64(143.56588014623136))","([np.int64(1), np.int64(10), np.int64(11), np.int64(17), np.int64(31), np.int64(32), np.int64(39), np.int64(41)], np.float64(132.56195716513793))"
44,"([np.int64(1), np.int64(2), np.int64(4), np.int64(7), np.int64(16), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(28), np.int64(29), np.int64(33), np.int64(36), np.int64(38), np.int64(43), np.int64(44), np.int64(45), np.int64(48)], np.float64(76.37741350166831))","([np.int64(7), np.int64(23), np.int64(24), np.int64(29), np.int64(38), np.int64(44), np.int64(48)], np.float64(134.67970572316182))","([np.int64(4), np.int64(7), np.int64(23), np.int64(24), np.int64(28), np.int64(29), np.int64(38), np.int64(43), np.int64(44), np.int64(48)], np.float64(140.2699942872452))"
45,"([np.int64(0), np.int64(2), np.int64(3), np.int64(4), np.int64(7), np.int64(8), np.int64(11), np.int64(12), np.int64(13), np.int64(17), np.int64(19), np.int64(20), np.int64(21), np.int64(23), np.int64(29), np.int64(30), np.int64(32), np.int64(34), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(42), np.int64(44), np.int64(48)], np.float64(69.76971078080454))","([np.int64(11), np.int64(13), np.int64(17), np.int64(32), np.int64(36), np.int64(42)], np.float64(204.3954855275181))","([np.int64(0), np.int64(2), np.int64(11), np.int64(13), np.int64(17), np.int64(32), np.int64(36), np.int64(42)], np.float64(142.57269469366616))"
