run_id,harderLASSO ANN,LASSO ANN
18,"([2, 5, 10, 14, 15, 24, 35, 36, 41], np.float64(184.59571277201618))","([], np.float64(417.17156622695654))"
19,"([5, 22, 24, 25, 27, 31, 33, 40, 42, 44, 49], np.float64(96.05008079158075))","([], np.float64(420.93624852638305))"
20,"([1, 2, 6, 7, 9, 14, 17, 28], np.float64(153.92007081617635))","([], np.float64(433.8658035359187))"
21,"([5, 8, 25, 31, 34, 43], np.float64(225.36397396264752))","([], np.float64(398.897974161759))"
22,"([10, 11, 13, 15, 18, 19, 22, 26, 41, 43], np.float64(110.46249319442781))","([], np.float64(447.6049035257334))"
23,"([0, 5, 11, 12, 20, 21, 36, 37, 42], np.float64(255.3080942535241))","([], np.float64(418.0483961862614))"
24,"([0, 2, 12, 16, 29, 43, 44, 45, 46], np.float64(173.75809962989618))","([], np.float64(450.3600070483693))"
25,"([3, 9, 17, 20, 25, 27, 32, 34, 45], np.float64(169.84077241347592))","([], np.float64(417.0466103691796))"
26,"([24, 25, 33, 38, 43, 44], np.float64(306.50088223091933))","([33, 38], np.float64(388.0318700334495))"
27,"([2, 12, 15, 18, 20, 21, 24, 30, 35, 39, 43, 44, 48], np.float64(23.990443521100413))","([], np.float64(468.61998126812244))"
28,"([6, 11, 23, 39, 42, 43], np.float64(277.50022889147175))","([], np.float64(445.5755461720022))"
29,"([2, 7, 10, 11, 13, 21, 24, 31, 40, 47], np.float64(114.76876397496505))","([], np.float64(447.3855092523867))"
30,"([2, 4, 10, 12, 28, 32, 44, 47], np.float64(176.1649238921338))","([], np.float64(437.77516476236787))"
31,"([2, 5, 6, 11, 15, 16, 32, 43, 44, 45, 46], np.float64(199.82546205250335))","([], np.float64(414.6600141462943))"
32,"([6, 11, 33, 37, 43, 44, 45, 48], np.float64(178.23241422922507))","([], np.float64(434.41390141176527))"
33,"([11, 18, 22, 23, 27, 35, 38, 44, 48], np.float64(182.79682650992174))","([], np.float64(467.76986882874786))"
34,"([4, 6, 7, 23, 37, 46, 47, 48, 49], np.float64(244.41370107225214))","([], np.float64(434.7795928852209))"
35,"([3, 4, 7, 11, 15, 28, 39, 44], np.float64(176.160700600118))","([], np.float64(460.0921784960576))"
36,"([0, 14, 24, 27, 28, 36, 37, 43, 48], np.float64(180.766485560837))","([], np.float64(442.10717576052525))"
37,"([0, 4, 5, 9, 14, 20, 32, 47], np.float64(177.89315961900354))","([], np.float64(434.7432025050727))"
38,"([0, 5, 12, 15, 21, 28, 29, 38, 43, 45, 48], np.float64(225.37818114380443))","([], np.float64(485.09182099715014))"
39,"([2, 3, 17, 19, 22, 36, 38, 40, 45], np.float64(197.92612191035397))","([], np.float64(488.1543812617628))"
40,"([3, 9, 10, 11, 13, 17, 18, 22, 25, 29, 47], np.float64(109.16494193494455))","([], np.float64(443.9386423392592))"
41,"([2, 12, 20, 21, 32, 33, 40, 42, 44], np.float64(195.10054607818233))","([], np.float64(431.0489292686623))"
42,"([3, 7, 8, 10, 22, 34, 48], np.float64(234.37726358492765))","([], np.float64(363.78888098073656))"
43,"([4, 12, 13, 23, 30, 33, 35, 38, 48], np.float64(172.8531703593106))","([], np.float64(425.8795313120136))"
44,"([3, 23, 37, 42], np.float64(312.6764584908568))","([], np.float64(453.64150064188055))"
45,"([14, 23, 25, 29, 30, 36, 42, 47, 49], np.float64(169.33141416461137))","([], np.float64(451.49854981488767))"
46,"([22, 24, 26, 29, 39, 43, 46, 48], np.float64(172.55983668754092))","([26], np.float64(453.8762443578503))"
47,"([5, 9, 31, 36, 45, 48], np.float64(279.0199950918928))","([], np.float64(459.49573485251125))"
48,"([8, 16, 27, 28, 32, 36, 43, 44, 47, 49], np.float64(94.37094366073973))","([], np.float64(408.30452465457495))"
49,"([2, 15, 22, 25, 42, 43], np.float64(230.11734744960688))","([], np.float64(470.7008571593117))"
50,"([3, 13, 18, 24, 29, 31, 42, 45, 46, 49], np.float64(100.85614375595812))","([], np.float64(456.90062147329746))"
51,"([6, 14, 28, 33, 34, 35, 36, 37, 43], np.float64(169.43766076504505))","([], np.float64(401.58481574412184))"
52,"([8, 9, 10, 11, 17, 28, 39, 41, 45, 49], np.float64(191.27422673856657))","([], np.float64(439.36829093666375))"
53,"([0, 1, 27, 34, 37, 38, 46], np.float64(217.46742768069728))","([], np.float64(398.2602275017985))"
54,"([4, 17, 18, 22, 25, 29, 32, 37, 40, 41], np.float64(108.77624487734174))","([], np.float64(467.3531772916253))"
55,"([7, 9, 10, 17, 23, 28, 29, 30, 48, 49], np.float64(196.16165336672825))","([], np.float64(494.42198512103874))"
56,"([3, 5, 7, 15, 20, 31, 36, 40, 49], np.float64(183.29796669411806))","([], np.float64(424.99891777101914))"
57,"([8, 9, 14, 33, 34, 35, 38, 40, 48], np.float64(182.08488953962595))","([], np.float64(430.11917344497647))"
58,"([0, 1, 4, 12, 25, 31, 32, 33, 38, 49], np.float64(107.06623467493442))","([], np.float64(432.9120902480618))"
59,"([2, 9, 10, 12, 23, 26, 28, 40, 43], np.float64(188.075426167405))","([], np.float64(445.25612800835586))"
60,"([0, 3, 6, 23, 33, 38, 39, 41], np.float64(241.875557078584))","([], np.float64(404.85835508787693))"
61,"([8, 10, 11, 12, 34], np.float64(323.19644199275166))","([], np.float64(453.4036625240991))"
62,"([1, 8, 10, 12, 15, 16, 21, 28, 38], np.float64(184.07783250365202))","([], np.float64(447.2879305773547))"
63,"([15, 16, 18, 23, 24, 25, 34, 36], np.float64(173.3017052697089))","([], np.float64(423.6987271200629))"
64,"([4, 6, 11, 21, 22, 24, 29, 33, 34, 37, 45], np.float64(199.56000236222312))","([], np.float64(424.77210702501037))"
65,"([2, 5, 11, 12, 14, 20, 40, 49], np.float64(171.1528498750915))","([], np.float64(422.9633061885507))"
66,"([2, 5, 33, 40, 41, 45, 49], np.float64(327.91631934812926))","([], np.float64(450.5550315818458))"
67,"([5, 6, 10, 13, 17, 18, 20, 23, 24, 34, 41], np.float64(111.07094296362669))","([], np.float64(431.2270752463747))"
68,"([9, 10, 16, 18, 23, 24, 26, 39], np.float64(175.91873955017442))","([], np.float64(446.87913086181646))"
69,"([3, 4, 20, 28, 30, 37, 40, 45], np.float64(228.72375488902858))","([], np.float64(440.74827259049374))"
70,"([10, 22, 32, 39, 43, 47, 48], np.float64(251.52409936565033))","([], np.float64(433.4047770784913))"
71,"([2, 11, 21, 23, 36, 38], np.float64(249.11684751351433))","([], np.float64(433.15964499397637))"
72,"([5, 14, 23, 25, 30, 35, 37, 38, 42], np.float64(188.7083721185794))","([], np.float64(430.4079959522303))"
73,"([3, 4, 8, 14, 22, 36, 45, 46], np.float64(180.20045140326837))","([], np.float64(477.90274374729347))"
74,"([9, 13, 14, 15, 35, 43, 45], np.float64(232.21085973285673))","([], np.float64(457.4209768746638))"
75,"([3, 16, 20, 26, 28, 33, 35, 38, 41, 49], np.float64(187.47113457787654))","([], np.float64(453.0245393405149))"
76,"([0, 5, 11, 15, 31, 32, 34, 42], np.float64(185.04712917260665))","([], np.float64(470.1567137359802))"
77,"([3, 5, 12, 15, 27, 35, 36, 49], np.float64(186.33555768761926))","([], np.float64(487.78552381675365))"
78,"([4, 8, 12, 13, 25, 30, 33, 36, 37], np.float64(182.42236419227737))","([], np.float64(416.31675892490296))"
79,"([3, 8, 10, 23, 28, 36, 38, 42], np.float64(232.68134230178447))","([21], np.float64(434.46836542684656))"
80,"([16, 22, 28, 30, 31, 34, 36, 44, 46], np.float64(190.5707767682093))","([], np.float64(424.7752817252399))"
81,"([2, 3, 8, 10, 15, 18, 23, 26, 29, 38], np.float64(107.41849448907173))","([], np.float64(471.3507206735477))"
82,"([0, 4, 5, 11, 21, 22, 32, 35, 43, 46, 47, 48, 49], np.float64(9.468309501160759))","([], np.float64(376.3216413739573))"
83,"([10, 18, 19, 24, 32, 43, 45], np.float64(238.05169139396352))","([], np.float64(426.36897499618084))"
84,"([10, 17, 18, 19, 31, 38, 43, 45, 47], np.float64(183.89628928077687))","([], np.float64(467.89414283662705))"
85,"([1, 4, 17, 18, 22, 27, 38, 40], np.float64(280.8480904309569))","([4], np.float64(453.6192067955425))"
86,"([0, 2, 9, 24, 31, 38, 41], np.float64(241.61116992974442))","([], np.float64(453.5210537526166))"
87,"([7, 10, 11, 22, 23, 32, 34], np.float64(258.9539316818157))","([], np.float64(436.5769808803498))"
88,"([8, 9, 15, 26, 31, 33, 37, 47, 48], np.float64(159.17575272543291))","([], np.float64(402.40321902023885))"
89,"([10, 11, 13, 17, 20, 23, 33, 35, 41, 46, 47], np.float64(219.83546537191495))","([], np.float64(431.1144499742728))"
90,"([9, 10, 18, 20, 23, 25, 35], np.float64(246.90568521804818))","([], np.float64(426.3079716091497))"
91,"([11, 13, 20, 26, 28, 31, 36, 37, 42, 45, 47], np.float64(172.11923516405258))","([], np.float64(430.213496075753))"
92,"([2, 12, 13, 15, 18, 19, 32, 44, 47], np.float64(173.23790880187514))","([], np.float64(450.15968257573013))"
93,"([1, 5, 11, 15, 28, 44, 46, 49], np.float64(172.7587274271193))","([], np.float64(406.0017575468049))"
94,"([0, 15, 16, 21, 23, 29, 40, 41, 49], np.float64(179.5261002696901))","([], np.float64(446.51198089818814))"
95,"([2, 11, 14, 19, 20, 24, 48, 49], np.float64(178.57835202061764))","([], np.float64(435.04032149600755))"
96,"([1, 2, 4, 5, 6, 24, 28, 29, 36, 48], np.float64(183.34189057256737))","([], np.float64(456.86072513255874))"
97,"([3, 5, 17, 20, 33, 36, 39, 43], np.float64(179.43816694750765))","([], np.float64(441.1134869393089))"
98,"([2, 4, 8, 13, 29, 30, 37, 44, 49], np.float64(244.33581656073912))","([], np.float64(425.7621200302713))"
99,"([0, 13, 19, 30, 31, 43], np.float64(224.02334113667044))","([], np.float64(441.20835060629736))"
