run_id,harderLASSO ANN,LASSO ANN
26,"([1, 28, 36, 38, 46, 48], np.float64(79.66493288976788))","([], np.float64(288.2870262324959))"
27,"([2, 5, 8, 11, 37, 41], np.float64(78.06820034162321))","([], np.float64(299.8417892701734))"
28,"([1, 2, 19, 20, 21, 47], np.float64(78.67351836523838))","([], np.float64(294.2662280451083))"
29,"([16, 21, 32, 34, 38, 42], np.float64(90.8453683778152))","([], np.float64(304.4878726609688))"
30,"([4, 6, 13, 22, 23, 32, 44, 45], np.float64(3.8537397777900204))","([], np.float64(291.6133036830438))"
31,"([10, 16, 20, 23, 24, 28, 38, 44], np.float64(17.16460675505441))","([], np.float64(306.76776113448824))"
32,"([14, 15, 27, 28, 42, 43], np.float64(85.84856933786348))","([], np.float64(326.5841522977876))"
33,"([3, 15, 21, 32, 38, 49], np.float64(86.99220285975463))","([], np.float64(287.8138108675721))"
34,"([4, 8, 10, 19, 37, 41, 44, 46], np.float64(19.52853942739448))","([], np.float64(280.77892033847627))"
35,"([3, 6, 7, 13, 23, 25, 27, 49], np.float64(8.755770311075091))","([], np.float64(276.9300255278317))"
36,"([0, 13, 14, 38, 41, 43, 47, 48], np.float64(15.308750586641763))","([], np.float64(267.63910112012746))"
37,"([3, 12, 16, 41, 43, 49], np.float64(73.18829314009186))","([], np.float64(315.6584201412996))"
38,"([6, 17, 22, 28, 43, 44, 49], np.float64(68.36309511565487))","([], np.float64(283.98172926900963))"
39,"([7, 9, 20, 26, 28], np.float64(160.1457181559641))","([], np.float64(307.2127569649946))"
40,"([4, 7, 8, 21, 38, 42, 45, 48], np.float64(16.15656990765469))","([], np.float64(275.627329016226))"
41,"([3, 17, 24, 29, 33, 41], np.float64(80.44484629510835))","([], np.float64(317.75076333928706))"
42,"([0, 9, 12, 20, 26, 32], np.float64(94.00766717415088))","([], np.float64(289.5795699270207))"
43,"([1, 10, 11, 17, 31, 32, 39, 41], np.float64(13.741084191154183))","([], np.float64(286.06713773205865))"
44,"([4, 7, 23, 24, 29, 38, 44, 48], np.float64(15.177806410942411))","([], np.float64(284.0107004617556))"
45,"([0, 2, 11, 13, 17, 32, 36, 42], np.float64(10.622561811323449))","([], np.float64(316.2885401939383))"
46,"([8, 29, 32, 38, 39, 43, 44, 45], np.float64(3.993812525936806))","([8, 43], np.float64(255.92947894111492))"
47,"([8, 12, 25, 29, 31, 32, 44, 47], np.float64(11.2841415664807))","([], np.float64(298.6748487609663))"
48,"([4, 5, 9, 11, 33, 34, 37, 49], np.float64(3.8490897271986086))","([], np.float64(266.0423669705821))"
49,"([11, 14, 31, 34, 40, 43, 47, 49], np.float64(9.503947435419992))","([], np.float64(284.33535956834027))"
50,"([10, 15, 26, 31, 33, 34, 35, 39], np.float64(4.091217604601991))","([], np.float64(296.92648258764086))"
51,"([6, 7, 15, 19, 28, 45], np.float64(79.49938139533208))","([], np.float64(318.1867270058201))"
52,"([9, 13, 16, 22, 28, 31, 36, 38], np.float64(9.682310674981538))","([], np.float64(290.2030669207824))"
53,"([0, 8, 17, 25, 26, 29, 34, 41], np.float64(3.5503235828831348))","([], np.float64(296.40407695095956))"
54,"([16, 24, 27, 31, 38, 41, 44], np.float64(80.22791570482642))","([], np.float64(276.92779968827494))"
55,"([15, 25, 40, 48], np.float64(161.12163878096183))","([], np.float64(306.23253562857514))"
56,"([3, 4, 24, 30, 31, 37, 42, 45], np.float64(10.838838249346148))","([], np.float64(276.49998810582167))"
57,"([23, 30, 36, 42, 44, 48], np.float64(99.9750027065721))","([], np.float64(313.69619948788204))"
58,"([4, 5, 7, 30, 38, 42, 44], np.float64(85.22975728547992))","([], np.float64(279.97195822243674))"
59,"([2, 3, 24, 28, 33, 35, 37, 44], np.float64(10.21453827340121))","([], np.float64(285.2241752110193))"
60,"([8, 12, 23, 30, 38, 43, 45], np.float64(73.14661388354789))","([], np.float64(256.6845780682333))"
61,"([3, 8, 19, 37, 43, 46], np.float64(82.09416899243946))","([], np.float64(296.9142836021879))"
62,"([0, 4, 13, 27, 33, 42, 45], np.float64(88.18127516387096))","([], np.float64(300.65996715829357))"
63,"([4, 22, 34, 36, 38, 49], np.float64(83.52806627205877))","([], np.float64(280.08094134271914))"
64,"([9, 22, 25, 28, 30, 35, 41, 49], np.float64(10.892094310011489))","([], np.float64(287.0547782344262))"
65,"([16, 23, 26, 30, 37, 39, 42, 47], np.float64(9.423892570966826))","([], np.float64(301.23116566016597))"
66,"([0, 5, 8, 10, 15, 18, 24, 39], np.float64(9.387459933547918))","([], np.float64(285.78334514609514))"
67,"([1, 18, 22, 23, 32, 34, 40, 49], np.float64(3.2921787470987485))","([], np.float64(276.3465218152824))"
68,"([7, 9, 21, 25, 30, 33, 37, 41], np.float64(9.988093354274584))","([30, 37], np.float64(281.17822016516266))"
69,"([10, 14, 17, 28, 40, 44, 46], np.float64(79.3757772604255))","([], np.float64(251.15221869149534))"
70,"([1, 2, 4, 5, 12, 16, 18, 43], np.float64(107.21042648308706))","([2, 43], np.float64(255.27111581033574))"
71,"([7, 11, 14, 22, 24, 32, 38, 41], np.float64(10.495377644455932))","([], np.float64(296.8630776219211))"
72,"([14, 20, 23, 26, 36, 39, 43, 48], np.float64(9.692315269951086))","([14, 43], np.float64(259.74616928714414))"
73,"([4, 14, 18, 20, 26, 31], np.float64(87.23241366683573))","([], np.float64(291.5671878905278))"
74,"([12, 13, 29, 34, 37], np.float64(148.21816815712927))","([], np.float64(301.1723933868551))"
75,"([12, 35, 40, 45], np.float64(154.0473257116024))","([], np.float64(314.71988255419194))"
76,"([1, 2, 24, 25, 26, 43], np.float64(78.49562574598127))","([], np.float64(323.48130322236744))"
77,"([8, 11, 13, 16, 21, 37, 46, 49], np.float64(9.243479593699965))","([], np.float64(277.01014053425183))"
78,"([1, 3, 16, 21, 26, 31, 32, 45], np.float64(4.001838069429571))","([], np.float64(307.13665365248966))"
79,"([2, 9, 15, 16, 21, 36, 41, 49], np.float64(4.832171569970849))","([], np.float64(310.56690130739867))"
80,"([14, 26, 27, 28, 34, 48], np.float64(85.5654811216821))","([], np.float64(298.008955463641))"
81,"([1, 4, 6, 8, 21, 27, 31, 36], np.float64(3.1974571675141483))","([], np.float64(288.01403430202134))"
82,"([21, 27, 38, 39, 44, 49], np.float64(87.29066036035952))","([], np.float64(262.24831716827083))"
83,"([0, 3, 5, 14, 25, 35, 39], np.float64(164.99699134326266))","([], np.float64(276.94717716416204))"
84,"([9, 15, 16, 30, 35, 37, 40, 48], np.float64(0.10866786541180294))","([], np.float64(288.8714584308757))"
85,"([3, 6, 13, 16, 31, 32, 35, 36], np.float64(107.99068818479726))","([], np.float64(301.28647845362804))"
86,"([2, 3, 4, 8, 19, 24, 31, 33], np.float64(3.1313467077204598))","([], np.float64(287.01840043620797))"
87,"([7, 15, 18, 19, 21, 31, 44, 46], np.float64(3.2128226982589836))","([], np.float64(306.05195982194914))"
88,"([0, 17, 33, 40, 41, 47], np.float64(79.52766790402187))","([], np.float64(278.6993701557537))"
89,"([3, 6, 12, 23, 27, 28, 43, 47], np.float64(9.125268381475642))","([], np.float64(302.2531041804514))"
90,"([11, 16, 26, 34, 37, 49], np.float64(83.10099206578263))","([], np.float64(263.97937198288076))"
91,"([19, 20, 27, 28, 31, 42, 46, 49], np.float64(9.895925472721956))","([], np.float64(290.5304506364169))"
92,"([0, 9, 11, 15, 26, 34], np.float64(80.49579084999094))","([], np.float64(283.1075107667724))"
93,"([11, 15, 18, 24, 32, 35], np.float64(82.20716387531135))","([], np.float64(318.1276294235366))"
94,"([0, 14, 24, 27, 29, 34, 48], np.float64(97.14802586496934))","([], np.float64(294.7220627538146))"
95,"([1, 2, 5, 11, 17, 18, 37, 47], np.float64(12.446523913627802))","([], np.float64(269.87622025329074))"
96,"([9, 11, 22, 23, 27, 28, 31, 40, 43, 48], np.float64(179.34953778827432))","([], np.float64(278.9167598029236))"
97,"([4, 5, 18, 19, 20, 29, 30, 46], np.float64(9.743855489939033))","([], np.float64(303.5989273539372))"
98,"([6, 8, 9, 10, 12, 37, 44, 49], np.float64(9.264707730025105))","([], np.float64(277.7994236911799))"
99,"([3, 5, 7, 10, 18, 20, 23, 46], np.float64(18.03791600064365))","([], np.float64(275.74694601949216))"
