run_id,harderLASSO ANN,LASSO ANN
22,"([5, 6, 9, 28, 38, 43], np.float64(10.480156048850079))","([], np.float64(203.51584260608112))"
23,"([23, 28, 34, 47], np.float64(73.32436773318837))","([38], np.float64(223.83491406176205))"
24,"([4, 6, 15, 33, 37, 39], np.float64(5.674169217965613))","([], np.float64(225.84694340966084))"
25,"([4, 10, 29, 34, 42, 46], np.float64(0.06274269032759096))","([], np.float64(243.9957289806202))"
26,"([8, 9, 21, 27, 28, 39], np.float64(5.129852816272415))","([], np.float64(222.62509847801513))"
27,"([2, 12, 30, 35, 39, 49], np.float64(4.808566236615311))","([], np.float64(212.63445533509704))"
28,"([1, 3, 8, 20, 44, 48], np.float64(5.046811456828507))","([], np.float64(211.67531276513387))"
29,"([9, 20, 23, 42], np.float64(77.17344043223103))","([0, 20], np.float64(188.4868221863566))"
30,"([14, 25, 31, 42], np.float64(74.60854946739457))","([], np.float64(206.07880231301237))"
31,"([6, 8, 19, 26, 35, 40], np.float64(11.780001410917302))","([], np.float64(224.9335439890997))"
32,"([7, 12, 32, 39, 40, 48], np.float64(2.830046817354383))","([], np.float64(214.3393397307278))"
33,"([19, 30, 35, 37, 38, 40], np.float64(5.011886906972336))","([], np.float64(221.4416426132736))"
34,"([7, 15, 20, 23, 30, 34], np.float64(4.490639582597668))","([], np.float64(223.20597408384413))"
35,"([3, 10, 16, 26, 34, 49], np.float64(5.13621663933058))","([], np.float64(202.28423698597277))"
36,"([2, 9, 13, 28, 29, 30], np.float64(95.18501411704682))","([], np.float64(220.27379385407656))"
37,"([6, 21, 24, 27, 41, 45], np.float64(5.651075205141391))","([], np.float64(222.66732086907012))"
38,"([4, 19, 26, 29, 30, 32], np.float64(13.892319934429484))","([], np.float64(230.1556036331497))"
39,"([0, 1, 10, 17, 20, 46, 48], np.float64(87.9119001592865))","([], np.float64(233.282417446188))"
40,"([3, 5, 22, 25, 27, 33], np.float64(4.378991051336745))","([], np.float64(214.68986460113072))"
41,"([4, 5, 12, 22, 30, 38], np.float64(12.702734655414023))","([], np.float64(218.92919721317156))"
42,"([2, 8, 14, 17, 21, 47], np.float64(5.8288033512011985))","([], np.float64(210.7766362827019))"
43,"([1, 15, 19, 22, 37, 43], np.float64(11.603039392103478))","([], np.float64(238.78713531684423))"
44,"([6, 8, 47, 49], np.float64(73.61064175157892))","([], np.float64(205.17085486666124))"
45,"([9, 15, 20, 32, 35, 43], np.float64(5.3025634812019415))","([], np.float64(211.03872238300713))"
46,"([1, 3, 7, 8, 27, 37, 44], np.float64(93.16396369087244))","([], np.float64(223.09173618390602))"
47,"([14, 16, 23, 31, 34, 46], np.float64(4.601353727789137))","([], np.float64(221.7866051941077))"
48,"([0, 8, 13, 31, 44, 45], np.float64(4.338282777194006))","([], np.float64(205.78089194161402))"
49,"([4, 8, 10, 15, 28, 48], np.float64(4.9081699138364945))","([], np.float64(224.0448331356048))"
50,"([2, 9, 10, 33, 40, 41], np.float64(11.125241551921336))","([], np.float64(218.9250038741499))"
51,"([5, 11, 22, 34, 39, 44], np.float64(11.721662944997357))","([], np.float64(212.65351144790478))"
52,"([8, 17, 19, 22, 31, 44], np.float64(4.218371568986163))","([41], np.float64(214.55012111229905))"
53,"([8, 12, 15, 26, 49], np.float64(68.43975588760848))","([], np.float64(218.82953472215183))"
54,"([3, 11, 12, 13, 16, 25], np.float64(10.730275654766709))","([12, 13], np.float64(188.83956318314185))"
55,"([4, 19, 20, 29, 36, 38], np.float64(14.015311352257719))","([], np.float64(224.40458260730904))"
56,"([0, 9, 43, 47], np.float64(144.29965195983635))","([], np.float64(205.26890317323017))"
57,"([4, 24, 27, 35, 37, 48], np.float64(12.226964174908808))","([], np.float64(214.24194627918686))"
58,"([14, 19, 20, 22, 30, 32], np.float64(4.16014136966764))","([], np.float64(235.53570248757654))"
59,"([2, 13, 18, 25, 27, 30], np.float64(4.707267389868701))","([], np.float64(222.71791000607314))"
60,"([16, 20, 25, 29, 32, 38, 41], np.float64(12.665544406446282))","([], np.float64(239.10309864424283))"
61,"([5, 13, 30, 33, 36, 45], np.float64(10.460211038587422))","([5, 30], np.float64(186.8574179116573))"
62,"([8, 11, 14, 26, 27, 39], np.float64(11.904181240836296))","([], np.float64(202.11785540141142))"
63,"([0, 14, 33, 40, 42, 44], np.float64(91.77586550560424))","([], np.float64(224.26156998385144))"
64,"([2, 9, 24, 30, 31, 46], np.float64(4.52188089084235))","([], np.float64(216.04738985110626))"
65,"([8, 12, 24, 42, 45, 47], np.float64(10.407657134128426))","([], np.float64(204.83206005180313))"
66,"([15, 18, 44], np.float64(149.72766173159997))","([], np.float64(210.29811010114906))"
67,"([0, 3, 23, 30, 31, 39], np.float64(0.09458227824276859))","([30, 31, 39], np.float64(192.18028431086785))"
68,"([13, 18, 21, 34, 35, 40], np.float64(10.132315746009233))","([], np.float64(221.41433076698584))"
69,"([0, 5, 13, 17, 43, 49], np.float64(4.479198395484207))","([], np.float64(209.94897131088442))"
70,"([27, 30, 38, 43], np.float64(79.0125425640894))","([], np.float64(214.80417240573092))"
71,"([3, 7, 16, 17, 20, 22], np.float64(4.889938877415345))","([], np.float64(225.0729204151219))"
72,"([14, 23, 35, 44, 47], np.float64(153.68130628501805))","([], np.float64(218.0609881767493))"
73,"([3, 20, 28, 31, 37, 39], np.float64(4.98317262257512))","([], np.float64(210.2760997224126))"
74,"([5, 15, 19, 34, 35, 49], np.float64(11.365904237737881))","([], np.float64(210.9425170077274))"
75,"([0, 5, 8, 12, 25, 27], np.float64(10.825741427433915))","([], np.float64(200.18134106642066))"
76,"([3, 4, 14, 29, 30, 36], np.float64(0.111240870891175))","([], np.float64(216.23369443066744))"
77,"([1, 2, 7, 27, 29, 33], np.float64(0.05595367290276114))","([1, 29], np.float64(200.30683453378705))"
78,"([5, 28, 34, 35, 37, 43], np.float64(4.443988606413693))","([], np.float64(215.19233561501983))"
79,"([9, 20, 22, 33, 34, 42], np.float64(10.554448091330533))","([], np.float64(209.43002203689235))"
80,"([1, 19, 20, 21, 35, 38], np.float64(4.679913206245002))","([], np.float64(221.3869644518834))"
81,"([11, 13, 23, 26, 32, 33], np.float64(11.094302518224417))","([], np.float64(200.4326919518324))"
82,"([10, 14, 24, 25, 27, 29], np.float64(4.598542021317168))","([14, 25], np.float64(191.7939445704326))"
83,"([20, 25, 43, 46, 47, 48], np.float64(9.814870110480104))","([], np.float64(203.49678185256238))"
84,"([15, 23, 29, 37, 47, 49], np.float64(4.745761307219265))","([], np.float64(226.6687513220585))"
85,"([22, 25, 32, 46], np.float64(69.8733645293644))","([], np.float64(212.54084856844824))"
86,"([1, 32, 40, 45, 47, 48], np.float64(0.06632354313802155))","([], np.float64(209.17916861724333))"
87,"([0, 3, 24, 39, 48, 49], np.float64(4.582954322252193))","([], np.float64(217.63848891925926))"
88,"([2, 4, 17, 26], np.float64(73.24830762057705))","([], np.float64(224.5418833933521))"
89,"([14, 15, 19, 34, 41, 43], np.float64(11.475357180616186))","([], np.float64(221.89719446639157))"
90,"([4, 17, 21, 32, 34, 40], np.float64(0.08775646382263722))","([], np.float64(229.20387092583658))"
91,"([2, 14, 16, 21, 30, 40], np.float64(13.297647419357386))","([], np.float64(235.15090443220504))"
92,"([1, 4, 8, 42, 46, 49], np.float64(4.244705075473609))","([], np.float64(212.9197357894393))"
93,"([0, 1, 4, 8, 32, 47], np.float64(4.549401421671682))","([], np.float64(214.998250862904))"
94,"([7, 23, 24, 28, 38, 46], np.float64(0.0679437567248834))","([], np.float64(212.80397023004946))"
95,"([0, 8, 28, 44, 47, 48], np.float64(4.226198634016073))","([], np.float64(206.28826466274714))"
96,"([1, 4, 35, 39, 45, 46], np.float64(5.850860458652871))","([], np.float64(214.02990747941817))"
97,"([5, 13, 15, 22, 39, 40], np.float64(4.671851585311503))","([], np.float64(202.86757921815283))"
98,"([6, 7, 24, 26, 28, 34], np.float64(0.04706421163134034))","([18], np.float64(236.63459168999626))"
99,"([18, 26, 35, 36, 47, 48], np.float64(4.342166744155716))","([], np.float64(217.92607804442488))"
