run_id,LassoNet,XGBoost,RF
10,"([np.int64(3), np.int64(6), np.int64(7), np.int64(13), np.int64(22), np.int64(24), np.int64(29), np.int64(33), np.int64(40), np.int64(45), np.int64(47), np.int64(48)], np.float64(3.333513429031514))","([np.int64(3), np.int64(24), np.int64(29), np.int64(38), np.int64(45)], np.float64(28.64995517730855))","([np.int64(3), np.int64(12), np.int64(22), np.int64(24), np.int64(29), np.int64(45)], np.float64(50.21977660698241))"
11,"([np.int64(5), np.int64(8), np.int64(13), np.int64(14), np.int64(18), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(28), np.int64(35), np.int64(37), np.int64(38), np.int64(41), np.int64(42), np.int64(44), np.int64(49)], np.float64(8.387506853467922))","([np.int64(14), np.int64(28), np.int64(35), np.int64(42)], np.float64(23.118307998584736))","([np.int64(14), np.int64(25), np.int64(28), np.int64(35), np.int64(42)], np.float64(39.95836466045842))"
12,"([np.int64(2), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(9), np.int64(13), np.int64(17), np.int64(18), np.int64(20), np.int64(21), np.int64(23), np.int64(25), np.int64(27), np.int64(31), np.int64(33), np.int64(39), np.int64(42), np.int64(43), np.int64(48)], np.float64(7.646699983598998))","([np.int64(6), np.int64(25), np.int64(31), np.int64(39), np.int64(45)], np.float64(23.871689813187107))","([np.int64(6), np.int64(25), np.int64(31), np.int64(39), np.int64(44)], np.float64(38.283186969387586))"
13,"([np.int64(2), np.int64(3), np.int64(6), np.int64(8), np.int64(12), np.int64(16), np.int64(17), np.int64(21), np.int64(22), np.int64(23), np.int64(27), np.int64(28), np.int64(32), np.int64(35), np.int64(38), np.int64(39), np.int64(44), np.int64(45), np.int64(46), np.int64(47)], np.float64(5.615950777431939))","([np.int64(2), np.int64(16), np.int64(39), np.int64(45)], np.float64(22.082494142464057))","([np.int64(2), np.int64(16), np.int64(39), np.int64(45)], np.float64(36.993704810829335))"
14,"([np.int64(2), np.int64(5), np.int64(6), np.int64(13), np.int64(15), np.int64(21), np.int64(24), np.int64(27), np.int64(30), np.int64(33), np.int64(37), np.int64(42), np.int64(44)], np.float64(3.701409484816685))","([np.int64(5), np.int64(6), np.int64(24), np.int64(33), np.int64(49)], np.float64(27.112950861713152))","([np.int64(5), np.int64(6), np.int64(24), np.int64(33), np.int64(49)], np.float64(37.672286996402825))"
15,"([np.int64(0), np.int64(3), np.int64(4), np.int64(5), np.int64(7), np.int64(11), np.int64(13), np.int64(15), np.int64(18), np.int64(20), np.int64(22), np.int64(24), np.int64(26), np.int64(29), np.int64(30), np.int64(31), np.int64(34), np.int64(37), np.int64(39), np.int64(41), np.int64(42), np.int64(45), np.int64(47)], np.float64(7.568163193683527))","([np.int64(7), np.int64(20), np.int64(41), np.int64(45)], np.float64(24.866273086411326))","([np.int64(7), np.int64(20), np.int64(41), np.int64(45)], np.float64(33.68518534288123))"
16,"([np.int64(0), np.int64(1), np.int64(4), np.int64(7), np.int64(11), np.int64(12), np.int64(14), np.int64(19), np.int64(24), np.int64(32), np.int64(38), np.int64(43), np.int64(48)], np.float64(7.603274978091087))","([np.int64(11), np.int64(32), np.int64(38), np.int64(43)], np.float64(20.677943430189096))","([np.int64(11), np.int64(32), np.int64(38), np.int64(43)], np.float64(29.026637283845663))"
17,"([np.int64(4), np.int64(5), np.int64(6), np.int64(9), np.int64(11), np.int64(12), np.int64(13), np.int64(15), np.int64(16), np.int64(17), np.int64(20), np.int64(21), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(29), np.int64(31), np.int64(32), np.int64(36), np.int64(37), np.int64(38), np.int64(40), np.int64(41), np.int64(42), np.int64(44), np.int64(45), np.int64(46), np.int64(48), np.int64(49)], np.float64(8.61154108196226))","([np.int64(13), np.int64(36), np.int64(40), np.int64(44)], np.float64(22.51242768692794))","([np.int64(13), np.int64(29), np.int64(32), np.int64(36), np.int64(40), np.int64(44)], np.float64(39.27688062337216))"
18,"([np.int64(0), np.int64(4), np.int64(6), np.int64(9), np.int64(11), np.int64(13), np.int64(15), np.int64(18), np.int64(19), np.int64(20), np.int64(22), np.int64(26), np.int64(29), np.int64(30), np.int64(34), np.int64(36), np.int64(37), np.int64(43), np.int64(47), np.int64(48), np.int64(49)], np.float64(4.64456626220348))","([np.int64(11), np.int64(18), np.int64(26), np.int64(29)], np.float64(22.172871416123805))","([np.int64(11), np.int64(18), np.int64(26), np.int64(29), np.int64(39)], np.float64(36.083803195480954))"
19,"([np.int64(1), np.int64(6), np.int64(7), np.int64(10), np.int64(14), np.int64(16), np.int64(17), np.int64(18), np.int64(22), np.int64(37), np.int64(42), np.int64(43), np.int64(44), np.int64(47), np.int64(48)], np.float64(6.106327999596276))","([np.int64(16), np.int64(17), np.int64(42), np.int64(48)], np.float64(26.943176157436397))","([np.int64(6), np.int64(16), np.int64(17), np.int64(42), np.int64(48)], np.float64(37.94850852825879))"
20,"([np.int64(10), np.int64(13), np.int64(14), np.int64(15), np.int64(21), np.int64(32), np.int64(36), np.int64(39), np.int64(47)], np.float64(3.3462467378060854))","([np.int64(13), np.int64(15), np.int64(21), np.int64(36), np.int64(44)], np.float64(25.789042045713693))","([np.int64(13), np.int64(15), np.int64(21), np.int64(36)], np.float64(36.301327427638896))"
21,"([np.int64(0), np.int64(2), np.int64(7), np.int64(9), np.int64(19), np.int64(21), np.int64(28), np.int64(31), np.int64(35), np.int64(38), np.int64(42), np.int64(43), np.int64(45)], np.float64(3.75028226645169))","([np.int64(2), np.int64(7), np.int64(19), np.int64(43)], np.float64(19.545117388335143))","([np.int64(2), np.int64(7), np.int64(19), np.int64(26), np.int64(43)], np.float64(39.20783370098789))"
22,"([np.int64(0), np.int64(3), np.int64(4), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(11), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(26), np.int64(29), np.int64(30), np.int64(31), np.int64(36), np.int64(37), np.int64(38), np.int64(42), np.int64(45), np.int64(46), np.int64(47)], np.float64(4.700158585041664))","([np.int64(7), np.int64(19), np.int64(26), np.int64(29)], np.float64(23.798055547161727))","([np.int64(4), np.int64(7), np.int64(11), np.int64(19), np.int64(26), np.int64(29), np.int64(36)], np.float64(41.98808924876716))"
23,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(6), np.int64(7), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(16), np.int64(17), np.int64(19), np.int64(22), np.int64(23), np.int64(25), np.int64(28), np.int64(30), np.int64(31), np.int64(34), np.int64(37), np.int64(38), np.int64(42), np.int64(45), np.int64(46), np.int64(47)], np.float64(12.46699948654649))","([np.int64(12), np.int64(14), np.int64(23), np.int64(25), np.int64(36)], np.float64(22.933457769766413))","([np.int64(12), np.int64(14), np.int64(23), np.int64(25), np.int64(36)], np.float64(37.952254844806255))"
24,"([np.int64(0), np.int64(1), np.int64(2), np.int64(6), np.int64(7), np.int64(9), np.int64(10), np.int64(13), np.int64(15), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(42), np.int64(43), np.int64(44), np.int64(47), np.int64(48), np.int64(49)], np.float64(6.6393052085012005))","([np.int64(21), np.int64(32), np.int64(35), np.int64(43)], np.float64(20.538306589763707))","([np.int64(21), np.int64(32), np.int64(35), np.int64(43)], np.float64(29.451443220560787))"
25,"([np.int64(0), np.int64(7), np.int64(9), np.int64(12), np.int64(16), np.int64(19), np.int64(24), np.int64(26), np.int64(40), np.int64(43), np.int64(44), np.int64(46), np.int64(47), np.int64(49)], np.float64(4.8140928954572475))","([np.int64(0), np.int64(16), np.int64(40), np.int64(47)], np.float64(17.500738874920344))","([np.int64(0), np.int64(4), np.int64(5), np.int64(16), np.int64(40), np.int64(47)], np.float64(34.49069837360688))"
26,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(11), np.int64(12), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(23), np.int64(25), np.int64(28), np.int64(31), np.int64(33), np.int64(36), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(47), np.int64(48), np.int64(49)], np.float64(10.665227418241738))","([np.int64(11), np.int64(16), np.int64(17), np.int64(19)], np.float64(21.347907031624597))","([np.int64(11), np.int64(16), np.int64(17), np.int64(19), np.int64(21), np.int64(39)], np.float64(40.562497050049856))"
27,"([np.int64(0), np.int64(2), np.int64(7), np.int64(8), np.int64(9), np.int64(12), np.int64(15), np.int64(18), np.int64(24), np.int64(25), np.int64(32), np.int64(43), np.int64(46)], np.float64(4.355314505779365))","([np.int64(0), np.int64(12), np.int64(25), np.int64(43)], np.float64(18.996447249505835))","([np.int64(0), np.int64(9), np.int64(12), np.int64(23), np.int64(25), np.int64(28), np.int64(43)], np.float64(43.340470487712636))"
28,"([np.int64(1), np.int64(3), np.int64(5), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(14), np.int64(16), np.int64(17), np.int64(21), np.int64(24), np.int64(25), np.int64(27), np.int64(29), np.int64(32), np.int64(35), np.int64(40), np.int64(41), np.int64(43), np.int64(44), np.int64(47)], np.float64(11.185879199105862))","([np.int64(1), np.int64(3), np.int64(9), np.int64(21)], np.float64(26.800078509294572))","([np.int64(1), np.int64(3), np.int64(9), np.int64(21)], np.float64(36.694853355330196))"
29,"([np.int64(3), np.int64(5), np.int64(10), np.int64(12), np.int64(13), np.int64(14), np.int64(23), np.int64(26), np.int64(29), np.int64(37), np.int64(38), np.int64(39), np.int64(41), np.int64(45), np.int64(49)], np.float64(4.139786676383479))","([np.int64(3), np.int64(5), np.int64(12), np.int64(13)], np.float64(21.909107132639402))","([np.int64(3), np.int64(5), np.int64(12), np.int64(13)], np.float64(31.349480085857714))"
30,"([np.int64(0), np.int64(1), np.int64(7), np.int64(21), np.int64(33), np.int64(34), np.int64(38), np.int64(41)], np.float64(1.526913551507119))","([np.int64(0), np.int64(21), np.int64(34), np.int64(41), np.int64(48)], np.float64(21.57406322223987))","([np.int64(0), np.int64(15), np.int64(21), np.int64(31), np.int64(34), np.int64(41)], np.float64(36.42994123203989))"
31,"([np.int64(0), np.int64(1), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(16), np.int64(18), np.int64(19), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(29), np.int64(30), np.int64(32), np.int64(33), np.int64(35), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(48), np.int64(49)], np.float64(14.953912572439094))","([np.int64(21), np.int64(26), np.int64(29), np.int64(39)], np.float64(21.839712382955373))","([np.int64(19), np.int64(21), np.int64(26), np.int64(29), np.int64(39), np.int64(44)], np.float64(43.718286147244))"
32,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(6), np.int64(7), np.int64(8), np.int64(10), np.int64(11), np.int64(14), np.int64(16), np.int64(17), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(27), np.int64(30), np.int64(32), np.int64(33), np.int64(35), np.int64(36), np.int64(37), np.int64(39), np.int64(41), np.int64(43), np.int64(44), np.int64(47), np.int64(48), np.int64(49)], np.float64(8.714322426934336))","([np.int64(0), np.int64(24), np.int64(36), np.int64(44)], np.float64(20.893178540318807))","([np.int64(0), np.int64(21), np.int64(24), np.int64(36), np.int64(44)], np.float64(28.944491853362745))"
33,"([np.int64(0), np.int64(5), np.int64(6), np.int64(12), np.int64(18), np.int64(22), np.int64(26), np.int64(46), np.int64(47)], np.float64(3.124158454544284))","([np.int64(5), np.int64(6), np.int64(18), np.int64(26)], np.float64(21.54978226135469))","([np.int64(5), np.int64(6), np.int64(18), np.int64(26)], np.float64(32.260058084461924))"
34,"([np.int64(0), np.int64(2), np.int64(3), np.int64(4), np.int64(6), np.int64(8), np.int64(9), np.int64(11), np.int64(13), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(23), np.int64(25), np.int64(26), np.int64(27), np.int64(29), np.int64(30), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49)], np.float64(10.213662313059))","([np.int64(23), np.int64(30), np.int64(33), np.int64(40), np.int64(45)], np.float64(22.704861638028632))","([np.int64(18), np.int64(23), np.int64(30), np.int64(33), np.int64(40), np.int64(42), np.int64(47)], np.float64(44.548465964553))"
35,"([np.int64(15), np.int64(23), np.int64(32), np.int64(33), np.int64(38), np.int64(42), np.int64(45)], np.float64(1.8782592002488692))","([np.int64(15), np.int64(38), np.int64(42), np.int64(45)], np.float64(25.99386069564384))","([np.int64(15), np.int64(31), np.int64(32), np.int64(38), np.int64(42), np.int64(45)], np.float64(47.58392023799037))"
36,"([np.int64(1), np.int64(3), np.int64(4), np.int64(7), np.int64(8), np.int64(10), np.int64(11), np.int64(12), np.int64(14), np.int64(15), np.int64(17), np.int64(18), np.int64(22), np.int64(23), np.int64(24), np.int64(27), np.int64(31), np.int64(32), np.int64(34), np.int64(36), np.int64(39), np.int64(40), np.int64(41), np.int64(43), np.int64(45), np.int64(47), np.int64(49)], np.float64(7.589633680010949))","([np.int64(8), np.int64(32), np.int64(34), np.int64(49)], np.float64(17.457090543231963))","([np.int64(8), np.int64(32), np.int64(34), np.int64(36), np.int64(49)], np.float64(32.87498804804457))"
37,"([np.int64(0), np.int64(1), np.int64(5), np.int64(6), np.int64(8), np.int64(14), np.int64(24), np.int64(26), np.int64(27), np.int64(32), np.int64(36), np.int64(38), np.int64(40), np.int64(42), np.int64(43), np.int64(48), np.int64(49)], np.float64(4.212344854104259))","([np.int64(5), np.int64(36), np.int64(40), np.int64(43)], np.float64(21.1038093368425))","([np.int64(5), np.int64(36), np.int64(40), np.int64(43)], np.float64(29.620342718857085))"
38,"([np.int64(1), np.int64(4), np.int64(5), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(18), np.int64(21), np.int64(23), np.int64(24), np.int64(27), np.int64(34), np.int64(35), np.int64(37), np.int64(38), np.int64(40), np.int64(42), np.int64(44), np.int64(45), np.int64(49)], np.float64(8.728724012152142))","([np.int64(14), np.int64(37), np.int64(38), np.int64(44)], np.float64(20.474881854500342))","([np.int64(6), np.int64(14), np.int64(37), np.int64(38), np.int64(44)], np.float64(39.95084271781801))"
39,"([np.int64(1), np.int64(8), np.int64(9), np.int64(11), np.int64(12), np.int64(14), np.int64(15), np.int64(16), np.int64(18), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(28), np.int64(30), np.int64(32), np.int64(33), np.int64(34), np.int64(36), np.int64(38), np.int64(40), np.int64(41), np.int64(43), np.int64(45), np.int64(46), np.int64(48)], np.float64(6.921363082681812))","([np.int64(1), np.int64(23), np.int64(32), np.int64(40), np.int64(43)], np.float64(25.440778117796928))","([np.int64(1), np.int64(23), np.int64(32), np.int64(43)], np.float64(36.104892210577965))"
40,"([np.int64(5), np.int64(6), np.int64(10), np.int64(16), np.int64(21), np.int64(22), np.int64(25), np.int64(33), np.int64(34), np.int64(36), np.int64(37), np.int64(43), np.int64(49)], np.float64(4.872187834869278))","([np.int64(6), np.int64(21), np.int64(33), np.int64(34)], np.float64(18.359395080609247))","([np.int64(6), np.int64(21), np.int64(33), np.int64(34), np.int64(43)], np.float64(34.94226303609668))"
41,"([np.int64(1), np.int64(5), np.int64(6), np.int64(8), np.int64(9), np.int64(10), np.int64(17), np.int64(20), np.int64(22), np.int64(25), np.int64(34), np.int64(35), np.int64(38), np.int64(40), np.int64(42), np.int64(44), np.int64(47)], np.float64(4.532842906786233))","([np.int64(1), np.int64(6), np.int64(12), np.int64(20), np.int64(47)], np.float64(26.247274404796475))","([np.int64(1), np.int64(6), np.int64(8), np.int64(20), np.int64(47)], np.float64(37.12339995411116))"
42,"([np.int64(3), np.int64(8), np.int64(13), np.int64(15), np.int64(36), np.int64(39), np.int64(49)], np.float64(2.502198276064765))","([np.int64(15), np.int64(36), np.int64(39), np.int64(49)], np.float64(22.57662985487382))","([np.int64(15), np.int64(29), np.int64(36), np.int64(39), np.int64(49)], np.float64(39.40293081811579))"
43,"([np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(11), np.int64(13), np.int64(17), np.int64(18), np.int64(20), np.int64(30), np.int64(33), np.int64(34), np.int64(37), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(48)], np.float64(3.2874954173504727))","([np.int64(5), np.int64(6), np.int64(7), np.int64(41)], np.float64(18.940128028970665))","([np.int64(5), np.int64(6), np.int64(7), np.int64(20), np.int64(41)], np.float64(34.070301265336035))"
44,"([np.int64(0), np.int64(1), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(14), np.int64(22), np.int64(23), np.int64(24), np.int64(27), np.int64(31), np.int64(33), np.int64(36), np.int64(44), np.int64(49)], np.float64(4.9633395448825794))","([np.int64(24), np.int64(27), np.int64(31), np.int64(36)], np.float64(17.712541369553946))","([np.int64(7), np.int64(24), np.int64(27), np.int64(31), np.int64(36)], np.float64(33.29108608792484))"
45,"([np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(13), np.int64(15), np.int64(16), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(41), np.int64(42), np.int64(43), np.int64(45), np.int64(46), np.int64(47)], np.float64(9.106891765972962))","([np.int64(13), np.int64(32), np.int64(36), np.int64(41)], np.float64(20.027900167781954))","([np.int64(13), np.int64(32), np.int64(36), np.int64(41)], np.float64(29.309283936684924))"
46,"([np.int64(1), np.int64(8), np.int64(12), np.int64(13), np.int64(15), np.int64(19), np.int64(20), np.int64(22), np.int64(26), np.int64(30), np.int64(34), np.int64(37), np.int64(38), np.int64(39), np.int64(45), np.int64(46), np.int64(47), np.int64(48)], np.float64(5.526173321598199))","([np.int64(8), np.int64(13), np.int64(15), np.int64(19), np.int64(32)], np.float64(28.000060250410463))","([np.int64(8), np.int64(13), np.int64(15), np.int64(19), np.int64(32)], np.float64(43.220448482073536))"
47,"([np.int64(3), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(14), np.int64(15), np.int64(19), np.int64(22), np.int64(23), np.int64(27), np.int64(28), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(39), np.int64(41), np.int64(42), np.int64(45), np.int64(46), np.int64(48), np.int64(49)], np.float64(7.950057412078675))","([np.int64(14), np.int64(39), np.int64(42), np.int64(49)], np.float64(26.002995544180084))","([np.int64(14), np.int64(33), np.int64(39), np.int64(42), np.int64(49)], np.float64(36.89946733108001))"
48,"([np.int64(2), np.int64(3), np.int64(12), np.int64(23), np.int64(28), np.int64(29), np.int64(34), np.int64(41), np.int64(42), np.int64(45), np.int64(48)], np.float64(5.052773721276531))","([np.int64(3), np.int64(12), np.int64(23), np.int64(29)], np.float64(21.03486294472034))","([np.int64(3), np.int64(12), np.int64(23), np.int64(29)], np.float64(36.355678525387134))"
49,"([np.int64(0), np.int64(4), np.int64(5), np.int64(7), np.int64(8), np.int64(11), np.int64(12), np.int64(15), np.int64(18), np.int64(21), np.int64(22), np.int64(26), np.int64(27), np.int64(34), np.int64(35), np.int64(36), np.int64(44), np.int64(46), np.int64(48)], np.float64(5.980210310851866))","([np.int64(12), np.int64(18), np.int64(26), np.int64(36), np.int64(39)], np.float64(26.656775121358983))","([np.int64(9), np.int64(12), np.int64(18), np.int64(26), np.int64(36)], np.float64(40.58659075922696))"
50,"([np.int64(0), np.int64(4), np.int64(6), np.int64(7), np.int64(13), np.int64(14), np.int64(16), np.int64(23), np.int64(24), np.int64(26), np.int64(28), np.int64(30), np.int64(31), np.int64(33), np.int64(35), np.int64(36), np.int64(38), np.int64(44), np.int64(45), np.int64(48), np.int64(49)], np.float64(10.699960934151719))","([np.int64(0), np.int64(23), np.int64(30), np.int64(36)], np.float64(21.12252193730325))","([np.int64(0), np.int64(23), np.int64(29), np.int64(30), np.int64(36)], np.float64(38.760829746780004))"
51,"([np.int64(0), np.int64(1), np.int64(2), np.int64(5), np.int64(6), np.int64(10), np.int64(12), np.int64(13), np.int64(15), np.int64(16), np.int64(26), np.int64(31), np.int64(34), np.int64(41), np.int64(44), np.int64(45), np.int64(47)], np.float64(6.843476530533839))","([np.int64(0), np.int64(5), np.int64(10), np.int64(12), np.int64(45)], np.float64(24.712013377210884))","([np.int64(0), np.int64(5), np.int64(10), np.int64(12), np.int64(45)], np.float64(35.50751773541419))"
52,"([np.int64(1), np.int64(2), np.int64(3), np.int64(5), np.int64(8), np.int64(16), np.int64(17), np.int64(18), np.int64(21), np.int64(25), np.int64(30), np.int64(32), np.int64(33), np.int64(34), np.int64(37), np.int64(38), np.int64(39), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(49)], np.float64(6.811477453429453))","([np.int64(17), np.int64(21), np.int64(47), np.int64(49)], np.float64(23.211321375619832))","([np.int64(17), np.int64(21), np.int64(39), np.int64(47), np.int64(49)], np.float64(41.14422913363778))"
53,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(12), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(21), np.int64(22), np.int64(28), np.int64(33), np.int64(34), np.int64(36), np.int64(40), np.int64(41), np.int64(43), np.int64(44), np.int64(48), np.int64(49)], np.float64(14.315277510718722))","([np.int64(4), np.int64(7), np.int64(21), np.int64(24), np.int64(48)], np.float64(30.580956481735047))","([np.int64(3), np.int64(4), np.int64(7), np.int64(21), np.int64(36), np.int64(48)], np.float64(43.75982552713584))"
