run_id,LassoNet,XGBoost,RF
10,"([np.int64(0), np.int64(4), np.int64(6), np.int64(15), np.int64(24), np.int64(30), np.int64(36), np.int64(38), np.int64(39), np.int64(43), np.int64(49)], np.float64(492.2222417235913))","([np.int64(12), np.int64(22), np.int64(24), np.int64(30), np.int64(39)], np.float64(556.5273659482228))","([np.int64(2), np.int64(4), np.int64(6), np.int64(10), np.int64(11), np.int64(12), np.int64(22), np.int64(24), np.int64(30), np.int64(34), np.int64(36), np.int64(38), np.int64(39), np.int64(42)], np.float64(405.8703668639228))"
11,"([np.int64(0), np.int64(4), np.int64(6), np.int64(24), np.int64(31), np.int64(34), np.int64(36), np.int64(43)], np.float64(573.280065635579))","([np.int64(43)], np.float64(801.3012039139574))","([np.int64(1), np.int64(6), np.int64(7), np.int64(15), np.int64(18), np.int64(20), np.int64(24), np.int64(27), np.int64(28), np.int64(36), np.int64(38), np.int64(41), np.int64(43), np.int64(46)], np.float64(443.0314629921427))"
12,"([np.int64(3), np.int64(6), np.int64(10), np.int64(19), np.int64(21), np.int64(24), np.int64(25), np.int64(28), np.int64(31), np.int64(32), np.int64(35), np.int64(36), np.int64(38), np.int64(39), np.int64(41), np.int64(42), np.int64(46), np.int64(47)], np.float64(494.91060133376743))","([np.int64(21), np.int64(36), np.int64(44), np.int64(47), np.int64(48)], np.float64(580.7346592479036))","([np.int64(10), np.int64(20), np.int64(21), np.int64(25), np.int64(31), np.int64(36), np.int64(37), np.int64(44), np.int64(47), np.int64(48), np.int64(49)], np.float64(410.5139661563974))"
13,"([np.int64(3), np.int64(9), np.int64(14), np.int64(17), np.int64(24), np.int64(31), np.int64(32), np.int64(33), np.int64(37), np.int64(41), np.int64(46)], np.float64(566.9729267279178))","([np.int64(46), np.int64(48)], np.float64(734.5229056844928))","([np.int64(5), np.int64(8), np.int64(10), np.int64(14), np.int64(16), np.int64(17), np.int64(27), np.int64(35), np.int64(37), np.int64(44), np.int64(46), np.int64(48)], np.float64(434.3354340269265))"
14,"([np.int64(0), np.int64(3), np.int64(5), np.int64(13), np.int64(14), np.int64(19), np.int64(20), np.int64(22), np.int64(27), np.int64(30), np.int64(31), np.int64(37), np.int64(39), np.int64(41), np.int64(43), np.int64(44), np.int64(47)], np.float64(550.0620226539672))","([np.int64(35), np.int64(39)], np.float64(813.9322438752612))","([np.int64(0), np.int64(2), np.int64(3), np.int64(5), np.int64(7), np.int64(10), np.int64(19), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(35), np.int64(36), np.int64(39)], np.float64(422.45439202090154))"
15,"([np.int64(0), np.int64(5), np.int64(7), np.int64(14), np.int64(18), np.int64(22), np.int64(28), np.int64(29), np.int64(32), np.int64(33), np.int64(47), np.int64(49)], np.float64(513.2440170449926))","([np.int64(7), np.int64(22), np.int64(28), np.int64(44)], np.float64(711.2915481485622))","([np.int64(3), np.int64(5), np.int64(6), np.int64(7), np.int64(16), np.int64(21), np.int64(22), np.int64(24), np.int64(28), np.int64(36), np.int64(44), np.int64(49)], np.float64(415.2593389053952))"
16,"([np.int64(15), np.int64(16), np.int64(26), np.int64(27), np.int64(30), np.int64(35)], np.float64(572.4235308011058))","([np.int64(44)], np.float64(850.7901953934224))","([np.int64(0), np.int64(6), np.int64(7), np.int64(9), np.int64(11), np.int64(12), np.int64(16), np.int64(20), np.int64(26), np.int64(27), np.int64(30), np.int64(34), np.int64(42), np.int64(43), np.int64(44)], np.float64(440.1000303243193))"
17,"([np.int64(14), np.int64(21), np.int64(31), np.int64(43), np.int64(47), np.int64(49)], np.float64(572.9191226469145))","([np.int64(27), np.int64(30), np.int64(31), np.int64(34), np.int64(37)], np.float64(668.0854788993017))","([np.int64(1), np.int64(4), np.int64(8), np.int64(11), np.int64(15), np.int64(18), np.int64(20), np.int64(22), np.int64(27), np.int64(30), np.int64(31), np.int64(34), np.int64(37), np.int64(41), np.int64(47), np.int64(49)], np.float64(438.37066698526877))"
18,"([np.int64(3), np.int64(4), np.int64(7), np.int64(13), np.int64(16), np.int64(28), np.int64(34), np.int64(35), np.int64(38), np.int64(45), np.int64(49)], np.float64(589.9722718744647))","([np.int64(33), np.int64(36), np.int64(37), np.int64(47)], np.float64(723.8383063174665))","([np.int64(3), np.int64(8), np.int64(10), np.int64(14), np.int64(17), np.int64(20), np.int64(23), np.int64(28), np.int64(32), np.int64(33), np.int64(36), np.int64(37), np.int64(41), np.int64(47), np.int64(49)], np.float64(432.0453969068122))"
19,"([np.int64(1), np.int64(5), np.int64(13), np.int64(16), np.int64(23), np.int64(24), np.int64(30), np.int64(36), np.int64(37), np.int64(43), np.int64(44), np.int64(45)], np.float64(506.2171528840667))","([np.int64(24), np.int64(25), np.int64(30), np.int64(39)], np.float64(680.4784805168251))","([np.int64(5), np.int64(13), np.int64(16), np.int64(18), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(30), np.int64(32), np.int64(33), np.int64(39), np.int64(43)], np.float64(395.2077156310716))"
20,"([np.int64(4), np.int64(16), np.int64(17), np.int64(18), np.int64(21), np.int64(25), np.int64(26), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(35), np.int64(39)], np.float64(568.6516918774012))","([np.int64(33), np.int64(35), np.int64(39), np.int64(40), np.int64(47)], np.float64(582.0545276076707))","([np.int64(3), np.int64(6), np.int64(7), np.int64(18), np.int64(19), np.int64(22), np.int64(25), np.int64(28), np.int64(30), np.int64(31), np.int64(33), np.int64(34), np.int64(35), np.int64(39), np.int64(40), np.int64(47)], np.float64(432.11494956181525))"
21,"([np.int64(2), np.int64(3), np.int64(7), np.int64(8), np.int64(9), np.int64(12), np.int64(14), np.int64(15), np.int64(16), np.int64(19), np.int64(20), np.int64(22), np.int64(26), np.int64(29), np.int64(30), np.int64(31), np.int64(33), np.int64(39), np.int64(41), np.int64(42), np.int64(43), np.int64(46), np.int64(48), np.int64(49)], np.float64(495.4060519711684))","([np.int64(30), np.int64(41), np.int64(43), np.int64(48), np.int64(49)], np.float64(586.2046873394976))","([np.int64(2), np.int64(9), np.int64(10), np.int64(16), np.int64(22), np.int64(26), np.int64(30), np.int64(36), np.int64(41), np.int64(42), np.int64(43), np.int64(48), np.int64(49)], np.float64(405.8657740846889))"
22,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(12), np.int64(14), np.int64(15), np.int64(17), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(28), np.int64(29), np.int64(31), np.int64(34), np.int64(36), np.int64(37), np.int64(38), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(45), np.int64(46), np.int64(47), np.int64(48)], np.float64(447.9793505959631))","([np.int64(38), np.int64(41), np.int64(47)], np.float64(689.4099399265507))","([np.int64(1), np.int64(2), np.int64(3), np.int64(10), np.int64(12), np.int64(14), np.int64(15), np.int64(20), np.int64(24), np.int64(26), np.int64(29), np.int64(35), np.int64(37), np.int64(38), np.int64(41), np.int64(47)], np.float64(461.77804877417606))"
23,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(20), np.int64(21), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(47), np.int64(48), np.int64(49)], np.float64(418.15031231343085))","([np.int64(24), np.int64(34), np.int64(39), np.int64(44), np.int64(47), np.int64(48)], np.float64(563.1780047993299))","([np.int64(0), np.int64(11), np.int64(13), np.int64(14), np.int64(16), np.int64(18), np.int64(20), np.int64(24), np.int64(26), np.int64(30), np.int64(34), np.int64(38), np.int64(39), np.int64(44), np.int64(47), np.int64(48)], np.float64(398.67613156455855))"
24,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(41), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49)], np.float64(337.3009613082206))","([np.int64(28), np.int64(29), np.int64(38), np.int64(41), np.int64(44)], np.float64(607.4129986500051))","([np.int64(3), np.int64(5), np.int64(6), np.int64(7), np.int64(13), np.int64(16), np.int64(27), np.int64(28), np.int64(29), np.int64(38), np.int64(41), np.int64(44), np.int64(49)], np.float64(410.55907085339595))"
25,"([np.int64(0), np.int64(1), np.int64(3), np.int64(4), np.int64(6), np.int64(8), np.int64(12), np.int64(13), np.int64(14), np.int64(16), np.int64(19), np.int64(21), np.int64(25), np.int64(27), np.int64(28), np.int64(29), np.int64(31), np.int64(32), np.int64(35), np.int64(37), np.int64(38), np.int64(40), np.int64(43), np.int64(46), np.int64(48), np.int64(49)], np.float64(524.5856817859907))","([np.int64(38), np.int64(46), np.int64(49)], np.float64(822.820866077899))","([np.int64(1), np.int64(4), np.int64(6), np.int64(11), np.int64(13), np.int64(14), np.int64(20), np.int64(27), np.int64(30), np.int64(38), np.int64(40), np.int64(41), np.int64(43), np.int64(46), np.int64(49)], np.float64(411.68917470939965))"
26,"([np.int64(0), np.int64(6), np.int64(13), np.int64(15), np.int64(18), np.int64(22), np.int64(23), np.int64(33), np.int64(36), np.int64(37), np.int64(42), np.int64(43), np.int64(44), np.int64(46), np.int64(48), np.int64(49)], np.float64(562.7212350397497))","([np.int64(15), np.int64(33), np.int64(34)], np.float64(828.6512951314603))","([np.int64(2), np.int64(6), np.int64(9), np.int64(13), np.int64(15), np.int64(27), np.int64(30), np.int64(33), np.int64(34), np.int64(37), np.int64(42), np.int64(48)], np.float64(475.6063244541334))"
27,"([np.int64(0), np.int64(1), np.int64(3), np.int64(5), np.int64(8), np.int64(10), np.int64(13), np.int64(14), np.int64(15), np.int64(20), np.int64(22), np.int64(23), np.int64(27), np.int64(29), np.int64(31), np.int64(34), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(42), np.int64(45), np.int64(47), np.int64(49)], np.float64(502.05108811868627))","([np.int64(36)], np.float64(763.9466101031302))","([np.int64(0), np.int64(6), np.int64(7), np.int64(13), np.int64(16), np.int64(19), np.int64(22), np.int64(23), np.int64(27), np.int64(31), np.int64(33), np.int64(36), np.int64(37), np.int64(39), np.int64(47)], np.float64(415.4245904775157))"
28,"([np.int64(2), np.int64(3), np.int64(4), np.int64(7), np.int64(9), np.int64(13), np.int64(14), np.int64(16), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(23), np.int64(25), np.int64(26), np.int64(28), np.int64(30), np.int64(31), np.int64(32), np.int64(35), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(43), np.int64(45), np.int64(46), np.int64(47), np.int64(48)], np.float64(520.5172429878987))","([np.int64(37), np.int64(40)], np.float64(768.0131904599403))","([np.int64(0), np.int64(19), np.int64(23), np.int64(26), np.int64(28), np.int64(37), np.int64(38), np.int64(40), np.int64(42)], np.float64(478.7411684826247))"
29,"([np.int64(1), np.int64(5), np.int64(10), np.int64(33), np.int64(34), np.int64(38), np.int64(48), np.int64(49)], np.float64(513.3824594744844))","([np.int64(33), np.int64(49)], np.float64(742.4915274691663))","([np.int64(1), np.int64(4), np.int64(10), np.int64(12), np.int64(13), np.int64(15), np.int64(33), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(40), np.int64(42), np.int64(49)], np.float64(405.193127600511))"
30,"([np.int64(2), np.int64(3), np.int64(4), np.int64(7), np.int64(13), np.int64(14), np.int64(15), np.int64(19), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(35), np.int64(38), np.int64(39), np.int64(40), np.int64(42), np.int64(47)], np.float64(560.111996843179))","([np.int64(21), np.int64(40), np.int64(45), np.int64(48), np.int64(49)], np.float64(633.4133977113582))","([np.int64(3), np.int64(7), np.int64(14), np.int64(16), np.int64(19), np.int64(21), np.int64(27), np.int64(35), np.int64(40), np.int64(45), np.int64(48), np.int64(49)], np.float64(485.8143586834823))"
31,"([np.int64(1), np.int64(3), np.int64(6), np.int64(11), np.int64(12), np.int64(16), np.int64(20), np.int64(21), np.int64(25), np.int64(26), np.int64(27), np.int64(31), np.int64(33), np.int64(34), np.int64(37), np.int64(38), np.int64(39), np.int64(45), np.int64(46)], np.float64(518.649913004946))","([np.int64(20), np.int64(27), np.int64(30), np.int64(33), np.int64(34), np.int64(38), np.int64(39), np.int64(45)], np.float64(501.6648430178001))","([np.int64(0), np.int64(12), np.int64(16), np.int64(20), np.int64(27), np.int64(30), np.int64(33), np.int64(34), np.int64(38), np.int64(39), np.int64(44), np.int64(45), np.int64(49)], np.float64(426.67363209970745))"
32,"([np.int64(3), np.int64(4), np.int64(5), np.int64(9), np.int64(11), np.int64(14), np.int64(15), np.int64(17), np.int64(27), np.int64(29), np.int64(30), np.int64(33), np.int64(36), np.int64(37), np.int64(40), np.int64(49)], np.float64(555.3437581498846))","([np.int64(37)], np.float64(875.2914001446612))","([np.int64(3), np.int64(5), np.int64(7), np.int64(10), np.int64(13), np.int64(14), np.int64(21), np.int64(24), np.int64(27), np.int64(28), np.int64(33), np.int64(34), np.int64(37), np.int64(42)], np.float64(439.11520224283703))"
33,"([np.int64(11), np.int64(14), np.int64(37), np.int64(40), np.int64(43)], np.float64(584.152276332889))","([np.int64(11), np.int64(37), np.int64(44), np.int64(45)], np.float64(602.7103152435739))","([np.int64(8), np.int64(11), np.int64(12), np.int64(15), np.int64(17), np.int64(21), np.int64(23), np.int64(25), np.int64(35), np.int64(37), np.int64(40), np.int64(44), np.int64(45), np.int64(49)], np.float64(434.6330492985801))"
34,"([np.int64(3), np.int64(5), np.int64(9), np.int64(10), np.int64(11), np.int64(19), np.int64(26), np.int64(30), np.int64(32), np.int64(42), np.int64(46)], np.float64(614.8623618707561))","([np.int64(15), np.int64(25), np.int64(26), np.int64(37)], np.float64(696.1432331825553))","([np.int64(0), np.int64(1), np.int64(4), np.int64(6), np.int64(8), np.int64(9), np.int64(14), np.int64(15), np.int64(24), np.int64(25), np.int64(26), np.int64(29), np.int64(35), np.int64(37)], np.float64(434.5088934351389))"
35,"([np.int64(2), np.int64(5), np.int64(6), np.int64(10), np.int64(13), np.int64(14), np.int64(16), np.int64(17), np.int64(20), np.int64(21), np.int64(23), np.int64(24), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(31), np.int64(36), np.int64(41), np.int64(44), np.int64(45), np.int64(49)], np.float64(529.7070934028815))","([np.int64(16), np.int64(20), np.int64(21), np.int64(36), np.int64(41), np.int64(45)], np.float64(523.8082214789564))","([np.int64(1), np.int64(10), np.int64(11), np.int64(16), np.int64(20), np.int64(21), np.int64(24), np.int64(30), np.int64(36), np.int64(41), np.int64(45)], np.float64(467.0111338911663))"
36,"([np.int64(3), np.int64(4), np.int64(7), np.int64(17), np.int64(27), np.int64(30), np.int64(36), np.int64(37), np.int64(38), np.int64(43), np.int64(44), np.int64(49)], np.float64(535.7876627597166))","([np.int64(44), np.int64(49)], np.float64(735.4890328735779))","([np.int64(3), np.int64(4), np.int64(7), np.int64(9), np.int64(13), np.int64(17), np.int64(18), np.int64(26), np.int64(30), np.int64(33), np.int64(36), np.int64(39), np.int64(40), np.int64(44), np.int64(49)], np.float64(414.900086147231))"
37,"([np.int64(0), np.int64(3), np.int64(4), np.int64(5), np.int64(8), np.int64(9), np.int64(15), np.int64(17), np.int64(21), np.int64(30), np.int64(34), np.int64(38), np.int64(49)], np.float64(573.7441613373169))","([np.int64(21), np.int64(22), np.int64(24), np.int64(31), np.int64(33), np.int64(34), np.int64(36), np.int64(49)], np.float64(609.9932283796146))","([np.int64(0), np.int64(8), np.int64(10), np.int64(14), np.int64(21), np.int64(22), np.int64(24), np.int64(27), np.int64(31), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(49)], np.float64(438.9093214339387))"
38,"([np.int64(0), np.int64(3), np.int64(6), np.int64(9), np.int64(12), np.int64(13), np.int64(15), np.int64(19), np.int64(20), np.int64(25), np.int64(26), np.int64(28), np.int64(31), np.int64(34), np.int64(35), np.int64(37), np.int64(41), np.int64(42), np.int64(45), np.int64(46), np.int64(48), np.int64(49)], np.float64(433.4040367938031))","([np.int64(13), np.int64(34), np.int64(42), np.int64(48)], np.float64(674.5828529800942))","([np.int64(9), np.int64(11), np.int64(13), np.int64(15), np.int64(19), np.int64(25), np.int64(26), np.int64(34), np.int64(37), np.int64(39), np.int64(42), np.int64(48)], np.float64(445.3174495407482))"
39,"([np.int64(4), np.int64(7), np.int64(11), np.int64(16), np.int64(27), np.int64(30), np.int64(31), np.int64(34), np.int64(36), np.int64(42), np.int64(43), np.int64(47)], np.float64(546.5769363106104))","([], np.float64(573.2106816844372))","([np.int64(0), np.int64(1), np.int64(5), np.int64(7), np.int64(9), np.int64(15), np.int64(25), np.int64(27), np.int64(30), np.int64(31), np.int64(34), np.int64(41)], np.float64(447.65963205069073))"
40,"([np.int64(0), np.int64(3), np.int64(4), np.int64(5), np.int64(7), np.int64(8), np.int64(9), np.int64(13), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(21), np.int64(23), np.int64(24), np.int64(27), np.int64(28), np.int64(29), np.int64(32), np.int64(34), np.int64(36), np.int64(37), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(44), np.int64(46), np.int64(48), np.int64(49)], np.float64(512.1380444221954))","([np.int64(42)], np.float64(811.3147951928294))","([np.int64(0), np.int64(3), np.int64(7), np.int64(12), np.int64(13), np.int64(16), np.int64(19), np.int64(29), np.int64(32), np.int64(35), np.int64(39), np.int64(41), np.int64(42), np.int64(43), np.int64(44)], np.float64(452.0548707486457))"
41,"([np.int64(3), np.int64(4), np.int64(5), np.int64(10), np.int64(11), np.int64(13), np.int64(14), np.int64(19), np.int64(21), np.int64(25), np.int64(26), np.int64(32), np.int64(35), np.int64(37), np.int64(38), np.int64(42), np.int64(43)], np.float64(493.9163586824308))","([np.int64(42), np.int64(44)], np.float64(801.7055190500587))","([np.int64(7), np.int64(14), np.int64(16), np.int64(18), np.int64(21), np.int64(25), np.int64(26), np.int64(28), np.int64(30), np.int64(31), np.int64(36), np.int64(37), np.int64(42), np.int64(44)], np.float64(410.1803466328706))"
42,"([np.int64(0), np.int64(6), np.int64(13), np.int64(16), np.int64(18), np.int64(21), np.int64(22), np.int64(23), np.int64(25), np.int64(33), np.int64(37), np.int64(40), np.int64(41), np.int64(42), np.int64(44), np.int64(45), np.int64(49)], np.float64(511.1914499764477))","([np.int64(11), np.int64(13), np.int64(23), np.int64(40), np.int64(42)], np.float64(654.9552236718663))","([np.int64(5), np.int64(6), np.int64(11), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(19), np.int64(23), np.int64(37), np.int64(40), np.int64(41), np.int64(42), np.int64(44)], np.float64(434.0009552152086))"
43,"([np.int64(9), np.int64(25), np.int64(30), np.int64(45), np.int64(46), np.int64(47)], np.float64(551.7435692624871))","([np.int64(30), np.int64(37), np.int64(42), np.int64(46)], np.float64(652.0567834608948))","([np.int64(4), np.int64(7), np.int64(8), np.int64(14), np.int64(17), np.int64(21), np.int64(30), np.int64(37), np.int64(38), np.int64(39), np.int64(41), np.int64(42)], np.float64(414.1598816000105))"
44,"([np.int64(0), np.int64(1), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(30), np.int64(31), np.int64(33), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49)], np.float64(371.8951693346441))","([np.int64(36), np.int64(38), np.int64(39), np.int64(40), np.int64(42), np.int64(43)], np.float64(624.6894909317822))","([np.int64(1), np.int64(12), np.int64(26), np.int64(28), np.int64(30), np.int64(35), np.int64(36), np.int64(38), np.int64(39), np.int64(40), np.int64(42), np.int64(43), np.int64(47)], np.float64(488.9034148437943))"
