run_id,XGBoost,RF
16,"([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(13.208289956148045))","([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(15.154259739632154))"
17,"([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(14.299096101080723))","([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(17.540920310140567))"
18,"([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(12.967491920188134))","([np.int64(3), np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(18.558162570343637))"
19,"([np.int64(0), np.int64(2), np.int64(19), np.int64(32)], np.float64(13.573652181673635))","([np.int64(0), np.int64(2), np.int64(19), np.int64(32), np.int64(47)], np.float64(16.141567524092157))"
20,"([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(15.275078286030192))","([np.int64(4), np.int64(7), np.int64(8), np.int64(15), np.int64(28)], np.float64(18.41202340229407))"
21,"([np.int64(13), np.int64(15), np.int64(30), np.int64(32), np.int64(41)], np.float64(15.849328550852267))","([np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(15.069478593803892))"
22,"([np.int64(4), np.int64(6), np.int64(11), np.int64(46)], np.float64(14.83816554602083))","([np.int64(4), np.int64(6), np.int64(11), np.int64(46)], np.float64(16.817466422880962))"
23,"([np.int64(0), np.int64(6), np.int64(31), np.int64(42)], np.float64(14.235518847345395))","([np.int64(0), np.int64(6), np.int64(14), np.int64(21), np.int64(25), np.int64(27), np.int64(31), np.int64(36), np.int64(42), np.int64(45)], np.float64(20.423482998714086))"
24,"([np.int64(1), np.int64(8), np.int64(14), np.int64(37)], np.float64(13.929374307141046))","([np.int64(1), np.int64(8), np.int64(14), np.int64(19), np.int64(37)], np.float64(17.970464427119335))"
25,"([np.int64(2), np.int64(13), np.int64(20), np.int64(26)], np.float64(15.008910999446634))","([np.int64(2), np.int64(13), np.int64(20), np.int64(26), np.int64(27), np.int64(39), np.int64(42)], np.float64(20.372895658974056))"
26,"([np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(13.505824734056413))","([np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(15.667616361819626))"
27,"([np.int64(6), np.int64(9), np.int64(19), np.int64(44)], np.float64(13.43727497250951))","([np.int64(6), np.int64(9), np.int64(19), np.int64(44), np.int64(49)], np.float64(18.877644117866048))"
28,"([np.int64(19), np.int64(35), np.int64(38), np.int64(44)], np.float64(13.2925916146877))","([np.int64(14), np.int64(19), np.int64(35), np.int64(38), np.int64(44)], np.float64(16.778859657997927))"
29,"([np.int64(8), np.int64(14), np.int64(38), np.int64(41)], np.float64(12.885530891882834))","([np.int64(8), np.int64(14), np.int64(38), np.int64(41)], np.float64(17.389035052097096))"
30,"([np.int64(20), np.int64(21), np.int64(34), np.int64(35)], np.float64(14.158452475339221))","([np.int64(20), np.int64(21), np.int64(34), np.int64(35)], np.float64(15.149436920422566))"
31,"([np.int64(13), np.int64(26), np.int64(28), np.int64(37)], np.float64(15.49924253300076))","([np.int64(13), np.int64(26), np.int64(28), np.int64(37)], np.float64(18.713365191850137))"
32,"([np.int64(8), np.int64(9), np.int64(26), np.int64(37)], np.float64(13.86843111626511))","([np.int64(8), np.int64(9), np.int64(26), np.int64(37)], np.float64(17.24723260396927))"
33,"([np.int64(5), np.int64(23), np.int64(44), np.int64(45)], np.float64(13.608740499974434))","([np.int64(5), np.int64(18), np.int64(23), np.int64(44), np.int64(45)], np.float64(19.1825140897978))"
34,"([np.int64(2), np.int64(11), np.int64(21), np.int64(24)], np.float64(13.931461171139471))","([np.int64(1), np.int64(2), np.int64(11), np.int64(21), np.int64(24)], np.float64(17.186102424586547))"
35,"([np.int64(7), np.int64(30), np.int64(47), np.int64(49)], np.float64(14.510735382688468))","([np.int64(7), np.int64(21), np.int64(30), np.int64(42), np.int64(47), np.int64(49)], np.float64(19.714592845285495))"
36,"([np.int64(11), np.int64(17), np.int64(35), np.int64(41)], np.float64(14.10694270931631))","([np.int64(11), np.int64(17), np.int64(35), np.int64(41)], np.float64(15.465094931982614))"
37,"([np.int64(4), np.int64(15), np.int64(24), np.int64(44)], np.float64(13.79300024756619))","([np.int64(4), np.int64(15), np.int64(24), np.int64(44)], np.float64(15.744659222823554))"
38,"([np.int64(20), np.int64(25), np.int64(26), np.int64(28)], np.float64(13.67344914750996))","([np.int64(20), np.int64(25), np.int64(26), np.int64(28), np.int64(42)], np.float64(17.542722771190945))"
39,"([np.int64(5), np.int64(21), np.int64(25), np.int64(43)], np.float64(15.175673617829737))","([np.int64(1), np.int64(5), np.int64(21), np.int64(25), np.int64(43)], np.float64(16.11385640307685))"
40,"([np.int64(29), np.int64(33), np.int64(35), np.int64(44)], np.float64(13.710398343654237))","([np.int64(28), np.int64(29), np.int64(33), np.int64(35), np.int64(39), np.int64(44)], np.float64(18.098597288975483))"
41,"([np.int64(3), np.int64(6), np.int64(11), np.int64(14)], np.float64(12.63298483997872))","([np.int64(3), np.int64(6), np.int64(11), np.int64(14)], np.float64(14.810586377804379))"
42,"([np.int64(6), np.int64(15), np.int64(43), np.int64(49)], np.float64(14.694182688249054))","([np.int64(6), np.int64(15), np.int64(23), np.int64(25), np.int64(43), np.int64(49)], np.float64(19.33403375432268))"
43,"([np.int64(24), np.int64(30), np.int64(35), np.int64(45)], np.float64(13.29098473194407))","([np.int64(24), np.int64(30), np.int64(35), np.int64(45)], np.float64(18.025126199462687))"
44,"([np.int64(16), np.int64(22), np.int64(38), np.int64(46)], np.float64(13.520124884402046))","([np.int64(3), np.int64(16), np.int64(22), np.int64(33), np.int64(38), np.int64(46), np.int64(47)], np.float64(19.126460201549676))"
45,"([np.int64(8), np.int64(19), np.int64(26), np.int64(45)], np.float64(14.697784662673964))","([np.int64(8), np.int64(19), np.int64(26), np.int64(45)], np.float64(16.336938683811695))"
46,"([np.int64(0), np.int64(10), np.int64(15), np.int64(16)], np.float64(14.87049822630624))","([np.int64(0), np.int64(10), np.int64(15), np.int64(16), np.int64(36)], np.float64(18.806127693697746))"
47,"([np.int64(1), np.int64(10), np.int64(13), np.int64(48)], np.float64(12.896771464792534))","([np.int64(1), np.int64(10), np.int64(13), np.int64(17), np.int64(43), np.int64(48)], np.float64(19.077820391653113))"
48,"([np.int64(0), np.int64(20), np.int64(24), np.int64(42)], np.float64(13.188352168265922))","([np.int64(0), np.int64(20), np.int64(24), np.int64(42), np.int64(47)], np.float64(18.536734434129926))"
49,"([np.int64(0), np.int64(21), np.int64(26), np.int64(30)], np.float64(14.980562158631821))","([np.int64(0), np.int64(21), np.int64(26), np.int64(30), np.int64(36)], np.float64(18.204433361305888))"
