run_id,XGBoost,RF
39,"([np.int64(5), np.int64(21), np.int64(25), np.int64(43)], np.float64(18.42189952681554))","([np.int64(5), np.int64(17), np.int64(21), np.int64(25), np.int64(36), np.int64(43)], np.float64(19.66416537485185))"
40,"([np.int64(29), np.int64(33), np.int64(35), np.int64(44)], np.float64(16.73757458060766))","([np.int64(28), np.int64(29), np.int64(33), np.int64(35), np.int64(44)], np.float64(19.389700299789148))"
41,"([np.int64(3), np.int64(6), np.int64(11), np.int64(14)], np.float64(16.859404664472763))","([np.int64(3), np.int64(6), np.int64(11), np.int64(14), np.int64(17)], np.float64(17.95830009033523))"
42,"([np.int64(6), np.int64(15), np.int64(43), np.int64(49)], np.float64(18.55761993443755))","([np.int64(6), np.int64(15), np.int64(43), np.int64(49)], np.float64(19.31763487829189))"
43,"([np.int64(24), np.int64(30), np.int64(35), np.int64(45)], np.float64(18.111845851079387))","([np.int64(4), np.int64(24), np.int64(30), np.int64(35), np.int64(45)], np.float64(22.434017029761826))"
44,"([np.int64(16), np.int64(22), np.int64(38), np.int64(46)], np.float64(16.55791836586142))","([np.int64(16), np.int64(22), np.int64(26), np.int64(38), np.int64(46), np.int64(49)], np.float64(21.71609547027504))"
45,"([np.int64(8), np.int64(19), np.int64(26), np.int64(45)], np.float64(18.21167571276047))","([np.int64(4), np.int64(8), np.int64(19), np.int64(26), np.int64(32), np.int64(45)], np.float64(22.379855879506202))"
46,"([np.int64(0), np.int64(10), np.int64(15), np.int64(16)], np.float64(18.782031845256085))","([np.int64(0), np.int64(10), np.int64(15), np.int64(16)], np.float64(20.960198701214658))"
47,"([np.int64(1), np.int64(10), np.int64(13), np.int64(48)], np.float64(17.336999036510978))","([np.int64(1), np.int64(10), np.int64(13), np.int64(48)], np.float64(19.385613695411298))"
48,"([np.int64(0), np.int64(20), np.int64(24), np.int64(42)], np.float64(17.217179213324762))","([np.int64(0), np.int64(19), np.int64(20), np.int64(24), np.int64(42)], np.float64(20.824431285712954))"
49,"([np.int64(0), np.int64(21), np.int64(26), np.int64(30)], np.float64(18.066825461084655))","([np.int64(0), np.int64(5), np.int64(21), np.int64(26), np.int64(30), np.int64(36)], np.float64(21.339125023442307))"
