run_id,XGBoost,RF
25,"([np.int64(2), np.int64(13), np.int64(20), np.int64(26)], np.float64(11.643011604689585))","([np.int64(2), np.int64(13), np.int64(20), np.int64(26), np.int64(27), np.int64(39)], np.float64(17.525683156335653))"
26,"([np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(11.450458812029584))","([np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(14.240352249937075))"
27,"([np.int64(6), np.int64(9), np.int64(19), np.int64(44)], np.float64(11.773474892088876))","([np.int64(6), np.int64(9), np.int64(19), np.int64(44)], np.float64(15.47521190857365))"
28,"([np.int64(19), np.int64(35), np.int64(38), np.int64(44)], np.float64(11.291341847493436))","([np.int64(14), np.int64(19), np.int64(35), np.int64(38), np.int64(44)], np.float64(15.613443741608965))"
29,"([np.int64(8), np.int64(14), np.int64(38), np.int64(41)], np.float64(11.44469886359192))","([np.int64(8), np.int64(14), np.int64(38), np.int64(41)], np.float64(15.235452058600972))"
30,"([np.int64(20), np.int64(21), np.int64(34), np.int64(35)], np.float64(11.546054887441848))","([np.int64(2), np.int64(20), np.int64(21), np.int64(34), np.int64(35)], np.float64(14.785187205872674))"
31,"([np.int64(13), np.int64(26), np.int64(28), np.int64(37)], np.float64(13.420475164379397))","([np.int64(13), np.int64(26), np.int64(28), np.int64(37), np.int64(46)], np.float64(18.20080041500652))"
32,"([np.int64(8), np.int64(9), np.int64(26), np.int64(37)], np.float64(11.213420359717606))","([np.int64(8), np.int64(9), np.int64(26), np.int64(37)], np.float64(15.422245749531404))"
33,"([np.int64(5), np.int64(23), np.int64(44), np.int64(45)], np.float64(12.438490475738414))","([np.int64(5), np.int64(23), np.int64(44), np.int64(45)], np.float64(14.57452238404454))"
34,"([np.int64(2), np.int64(11), np.int64(21), np.int64(24)], np.float64(12.249166184955603))","([np.int64(2), np.int64(11), np.int64(21), np.int64(24)], np.float64(13.708390752803655))"
35,"([np.int64(7), np.int64(30), np.int64(47), np.int64(49)], np.float64(13.030321605199855))","([np.int64(7), np.int64(30), np.int64(47), np.int64(49)], np.float64(14.149373875727852))"
36,"([np.int64(11), np.int64(17), np.int64(35), np.int64(41)], np.float64(11.982362258458947))","([np.int64(1), np.int64(11), np.int64(17), np.int64(25), np.int64(35), np.int64(41)], np.float64(16.242253545425477))"
37,"([np.int64(4), np.int64(15), np.int64(24), np.int64(44)], np.float64(12.034995582387218))","([np.int64(4), np.int64(5), np.int64(15), np.int64(24), np.int64(28), np.int64(30), np.int64(44)], np.float64(17.10839535982244))"
38,"([np.int64(20), np.int64(25), np.int64(26), np.int64(28)], np.float64(11.818963542086037))","([np.int64(18), np.int64(20), np.int64(25), np.int64(26), np.int64(28), np.int64(42)], np.float64(17.65312618004842))"
39,"([np.int64(5), np.int64(21), np.int64(25), np.int64(43)], np.float64(12.448504140789229))","([np.int64(5), np.int64(6), np.int64(21), np.int64(25), np.int64(43), np.int64(45)], np.float64(16.43609719034872))"
40,"([np.int64(29), np.int64(33), np.int64(35), np.int64(44)], np.float64(11.69186372415908))","([np.int64(29), np.int64(33), np.int64(35), np.int64(44)], np.float64(13.72807336508878))"
41,"([np.int64(3), np.int64(6), np.int64(11), np.int64(14)], np.float64(10.935690539217838))","([np.int64(3), np.int64(6), np.int64(11), np.int64(14), np.int64(22), np.int64(25)], np.float64(16.341056631451846))"
42,"([np.int64(6), np.int64(15), np.int64(43), np.int64(49)], np.float64(11.82336846446609))","([np.int64(6), np.int64(15), np.int64(43), np.int64(49)], np.float64(14.872976915784877))"
43,"([np.int64(24), np.int64(30), np.int64(35), np.int64(45)], np.float64(12.017581403334633))","([np.int64(5), np.int64(24), np.int64(30), np.int64(35), np.int64(45)], np.float64(17.295591140938495))"
44,"([np.int64(16), np.int64(22), np.int64(38), np.int64(46)], np.float64(11.647824555219925))","([np.int64(16), np.int64(22), np.int64(38), np.int64(45), np.int64(46)], np.float64(15.547492893983605))"
45,"([np.int64(8), np.int64(19), np.int64(26), np.int64(45)], np.float64(11.101825065679117))","([np.int64(2), np.int64(8), np.int64(19), np.int64(26), np.int64(45)], np.float64(15.986503684184946))"
46,"([np.int64(0), np.int64(10), np.int64(15), np.int64(16)], np.float64(11.522958186115039))","([np.int64(0), np.int64(10), np.int64(15), np.int64(16), np.int64(29), np.int64(36)], np.float64(17.312428552966765))"
47,"([np.int64(1), np.int64(10), np.int64(13), np.int64(48)], np.float64(11.999056217316))","([np.int64(1), np.int64(10), np.int64(13), np.int64(48)], np.float64(15.439291395618365))"
48,"([np.int64(0), np.int64(20), np.int64(24), np.int64(42)], np.float64(12.41518858238081))","([np.int64(0), np.int64(20), np.int64(24), np.int64(39), np.int64(42)], np.float64(15.891695041926043))"
49,"([np.int64(0), np.int64(21), np.int64(26), np.int64(30)], np.float64(11.109621921451831))","([np.int64(0), np.int64(21), np.int64(24), np.int64(26), np.int64(29), np.int64(30), np.int64(36)], np.float64(18.048206737223964))"
